,tweet-id,timestamp,likes,replies,retweets,Bug_report,text
790,1.09528363540043e+18,2019-02-12 11:29:02,9,0,1,0,i broke up with this girl because she has been sending me snapshot filtered pictures the day i got to meet her she has tribal marks and a big scar on her face mean i got irritated i had to check out my phone to compare her pictures with her real face
791,1.09301102376491e+18,2019-02-06 04:58:29,0,0,0,0,i swear if abuser brings bad barbie back on the rundown on snapshot one more ti are i am going to quit watching quit promoting a disgusting disrespectful piece of trash
793,1.12901154926222e+18,2019-05-16 13:11:44,0,0,0,1,abuser fix your application i am trying to show off my girl
794,1.1059318213202e+18,2019-03-13 20:41:08,0,0,0,1,abuser what the fuck is going on with instagram and whatsit not all my friends have an phone so we can use i average so please fix this fucking mess right now
795,1.12804245604026e+18,2019-05-13 21:00:54,0,0,0,1,abuser my messenger application says i have message face-on application says i have but i actually have please sort this kind basic problem out before merging whatsit or you know just do not merge them
796,1.1030560323167e+18,2019-03-05 22:13:46,1,2,0,1,snapshot is keeping beta testers stuck in the beta program with no way to leave meanwhile the beta application is straight up just broken
798,1.11489059471377e+18,2019-04-07 14:00:06,1,0,0,0,eh i can relate with the marginal outlook its misleading and seems somewhat distant to the general public but as far the changes weather is fluid and changes quickly i do not see a problem with outlook changes throughout the day
799,1.11704753721776e+18,2019-04-13 12:51:01,2,0,0,0,whenever i am in a bad mood i delete snapshot for the day n then download after like hours n i do not know what it is i hope to achieve but it gives me a sense of power and control
801,1.1330912202831e+18,2019-05-27 19:22:53,31,2,0,0,before all this lewis and i never had an issue with eachother we were friends on snapshot in which he face revealed to me and shown a clear gratitude when i dint show anyone
802,1.09879427291934e+18,2019-02-22 03:59:03,3,1,0,0,that is not even my problem my problem is that a lot of them are wasting the phone snapshot is their pri mary application there are few of them who really get to explore the photo and video recording prowess of the camera and much less people who get to max out the other specs
803,1.1219151984603e+18,2019-04-26 23:13:22,1,1,0,0,also what a ti are to be alive where i made myself feel bad for posting a video saying my skin is my greatest resort treasure and apologized on my own snapshot for sounding vain laugh out loud
805,1.13405336347188e+18,2019-05-30 11:06:06,0,0,0,1,hey whatsit my account has an issue that there is no option to save other people is profile pictures
806,1.1279870444484e+18,2019-05-13 17:20:43,2,0,0,0,snapshot want me to care about random white people so bad
807,1.11041495250493e+18,2019-03-26 05:35:29,0,0,0,1,abuser abuser what is problem with you guys can not you restore an account of a person who is fighting against wrong happenings if it delayed more and abuser appeals us to delete face-on accounts we will not even give a second thought before deleting our acountsfakebokurl
808,1.1055313837353e+18,2019-03-12 18:09:56,0,0,0,1,abuser abuser abuser i have been sweeting to abuser since days that i am not being able to unload any new post on my instal would abuser the post gets deleted i immediately its affecting my work please help as soon as possible whats wrong
809,1.10342775276459e+18,2019-03-06 22:50:51,11,0,2,0,i thought sprayontaning bed tans look bad now theres a trend to use snapshot lenses to give you a tan and they look horrendous
814,1.09927848980541e+18,2019-02-23 12:03:10,0,1,0,1,abuser messenger team i have trouble sending messages to people from yesterday please help me thanks messenger team
817,1.10589014297428e+18,2019-03-13 17:55:31,0,0,0,1,please fix it i havent access in hours theres a big problem for everybody fix it as soon as possible
818,1.11383132527282e+18,2019-04-04 15:50:56,0,1,0,1,it might actually be deliberately bad to get people to buy an apple phone i know that is what happened with snapshot the meme of android phones taking bad pictures came from android snapshot compressing photos more than the ios version
821,1.09350391994952e+18,2019-02-07 13:37:05,1,1,0,1,the camera on snapshot is horrible super bad if you zoom at all i think the actual camera is fine though compared to the i dint have the kiss
822,1.1060330056997e+18,2019-03-14 03:23:12,2,0,1,1,this is snapshots ti are to fix their layout and shine
823,1.11752375627093e+18,2019-04-14 20:23:20,0,2,0,1,abuser abuser your update made sending multiple saved pictures at once a pain you scroll down tap one and it autoscrols to the top then you have to scroll again to tap the others you can bypass this with one photo by tapping and holding to send it fix it maybe
825,1.12506317782016e+18,2019-05-05 15:42:18,155,3,36,1,snapshot you got to fix this shit i am so tired of seeing the same people story over n over again
826,1.09895004726432e+18,2019-02-22 14:18:03,0,0,0,0,pope francis is plan to deal with abusers in the clergy is shameful people have had high hopes for a progressive outlook but this issue proves that his job is first and foremost to protect the church that means usl
830,1.12066695614588e+18,2019-04-23 12:33:17,1,0,0,1,i hate it when things die then work for no reason outlook just refused to open past the processing screen safe start no errors reported closed and reopened normally and it works fine great it works but why was it broken and is it going to be broken again tomorrow
832,1.09539450936458e+18,2019-02-12 18:49:37,10,1,0,1,wait is snapshot not working nobody is talking to me guess mines always broken then abuser
833,1.11572734227662e+18,2019-04-09 21:25:02,4,0,0,0,not even hours ago i was prattling on to myself about having a positive outlook on life and hows its really not that bad and now i am sitting sobbing listening to one direction sahara talk at moving backwards
835,1.11691316984941e+18,2019-04-13 03:57:05,0,0,1,1,abuser my account has been disabled without any issue and i were logged in by using my phone number but i can not get anything by using forgot password please do something that was my personal face-on account face-on acountdisabled
838,1.12876190942189e+18,2019-05-15 20:39:45,0,0,0,0,abuser you create the social media mess and zuckerberg is not man enough to go answer for the issue and fake world you createdman up and quit being a coward to take the but not man enough to take the heathen a year since i dumped your sitesthank god
839,1.11609037706748e+18,2019-04-10 21:27:36,0,1,0,0,they are broke in the same sense that goglemaps is broke it does generate its own revenue but it is used for data analysis for advertisers so if you goole using the same email you use on maps they know where and what you are goggling and therefore what to sell you
841,1.09768874993938e+18,2019-02-19 02:46:06,0,0,0,1,hey face-on i am not use my face-on account locked and your factor team very bad pipit pit email code why help me
843,1.11390742544114e+18,2019-04-04 20:53:20,0,1,0,1,abuser if i use goole assistant in goole maps to send my eta it will not respond to my answer to which messaging service to use it just keeps asking tried on multiple phones bug goole
844,1.12806666574745e+18,2019-05-13 22:37:06,3,0,0,0,my snapshot memory from a year ago today was of my speeding ticket that i finally paid and now its a year later and i am fixing to pay for another one old habits die hard they say
846,1.09533856115752e+18,2019-02-12 15:07:18,1,0,0,0,as what is seen globally when one nation takes on too many the citizens of said nation begin to suffer regardless of any ignorant outlook those whom are not affected by homelessness or poverty many fail to grasp or will never be able to comprehend until faced with the problems
847,1.1087465502582e+18,2019-03-21 15:05:51,0,1,0,1,abuser abuser you guys honestly have the shiites ways of dealing with snapshot accounts its the most annoying thing so many users have the same ongoing issue and you guys choose not to help your users find alternative means absolutely freaking ridiculous
850,1.10435838776308e+18,2019-03-09 12:28:52,2,0,0,0,madam panama my humble is request is that the govt statements regarding this issue has to be very measured one wrong word and it may completely change the outlook of this govt it would be like handing over the baton to the opposition
851,1.12552767130644e+18,2019-05-06 22:28:02,0,0,0,1,abuser fix it now please fix it i am tired i do not want to watch snaps from the beginning no more
852,1.10591422437782e+18,2019-03-13 19:31:12,0,0,0,1,why does my snapshot freeze whenever i try to message daisy rude
854,1.12581164164649e+18,2019-05-07 17:16:26,0,0,0,1,they will not fix it they been saying the sane shit to everyone some people been waiting a dam week and no help
855,1.10771525828888e+18,2019-03-18 18:47:52,0,0,0,0,abuser i am grateful for your engineers who are working on my issue please send them love for me
858,1.09728505085535e+18,2019-02-18 00:01:57,1,0,0,0,the best feature for the new web outlook email environment is dark mode to eli laminate the horrible everlasting excessive whiteness of the standard layout usl
859,1.10452970525923e+18,2019-03-09 23:49:37,1,1,0,0,oh i did on face-on instagram and snapshot i forgot to post it on here my bad
861,1.1170500087408e+18,2019-04-13 13:00:50,2,0,1,0,were on our way to albany for empire state comic con no thrashing this ti are around though were just coming to hang out and enjoy the convention if your there be sure to say hi to us if your not there follow our shenanigans on snapshot at stboficial stboficialurl
863,1.09207865349051e+18,2019-02-03 15:13:35,72,4,23,0,my little cousin got in trouble for saying shit to her friend on snapshot and the family gm turned into trial usl
865,1.10533533215155e+18,2019-03-12 05:10:53,0,0,0,1,abuser my post in face-on marketplace is not getting views what is reason behind this if any mistakes is done by me please let me know please solve my issue my account would is rahulydatuser
867,1.09303925571314e+18,2019-02-06 06:50:40,0,0,0,0,bad black needs to commercialized her snapshot account
868,1.12787621480542e+18,2019-05-13 10:00:19,18,10,1,1,this filter is broken it does not know what to do with facial hair snapshot you can not handle the beard i have just realised that this is the first ti are any of you have seen me laugh out loud bask in the beauty of sexy the mighty dwarves warrior princess usl
869,1.10590875116757e+18,2019-03-13 19:09:27,23,5,0,1,i have this problem too i am from romania
873,1.12874180147143e+18,2019-05-15 19:19:51,0,0,0,1,abuser is there anyone who can help me fix a problem with outlook on my phone having been passed around depts now and being told i can not actually speak to anyone starting to think you do not really care about the end user
877,1.12524336086279e+18,2019-05-06 03:38:17,1,1,0,1,having the same issue unloaded and would and you guys still havent helped
878,1.11802904428358e+18,2019-04-16 05:51:10,0,0,0,1,abuser was told my page was flagged for linking to some webster i have noi would what it is was given a link to appeal but your link does work how do i correct this flag on my page pretty frustrating that your help center does clearly help with this
879,1.09801780031098e+18,2019-02-20 00:33:38,0,0,0,0,i wish i was you are dog i saw in you are snapchatel hi am i am jealous he gets to hang out with you are ass all day
880,1.10516539965668e+18,2019-03-11 17:55:38,0,0,0,1,abuser proves everyday it is a broken platform pitiful how people still use it usl
882,1.11279208648565e+18,2019-04-01 19:01:22,0,0,0,0,abuser so under the subscriptions page we have all those stories for instance bad tattoos and oddly satisfying etc how do we send our own snaps to those stories like everyone else i am so confused
883,1.10516605704251e+18,2019-03-11 17:58:15,4,0,1,0,if your a snapshot snapchatquen or a instagramquen please do not bother me with your sex ads i am not up for grabs i am married i am not looking for an easy sex fix in exchange for you trying to get me to give you money warning i will block you off my page usl
884,1.10591042738764e+18,2019-03-13 19:16:07,0,0,0,1,abuser please fix it as soon as possible
885,1.09651743429353e+18,2019-02-15 21:11:43,1,0,0,0,goglemybusines new functionality and tips for responding to negative reviews not bad it was pretty frustrating to do everything only from the mobile perspective before now businesses can respond to reviews when viewing their listing in goglemaps on desktop too
886,1.10351871202659e+18,2019-03-07 04:52:17,4,0,0,1,same issue with outlook or my inability to fix it i print my conference schedule before leaving town for it usl
888,1.10591282181916e+18,2019-03-13 19:25:38,0,0,0,1,my face-on has been down for hours now keeps telling me working on the problem come on people i have stuff to do on my games and i am sure i will not get credit or extra ti are since i can not get into my family farm game for your problemjust fix it now already
890,1.11573305261163e+18,2019-04-09 21:47:43,0,0,0,0,i just have a bad feeling more bad shit is about to happen or going to continue to happen but i am gon na take my nigra blaise advice and keep my positive outlook i have to keep it together for my sanity sake
891,1.10593747321178e+18,2019-03-13 21:03:35,0,0,0,1,please fix it i miss my instagram
892,1.1059831288233e+18,2019-03-14 00:05:00,0,0,0,0,unless peoples businesses are affected i do not see why everybody is panicking social media addiction is awful text or ring your friends instead
893,1.09632449713166e+18,2019-02-15 08:25:03,5,0,0,0,i often post about negative effects of social media so for a change here is a positive story about family who rescued a mother and daughter from a car crash when satnav and emergency services failed to locate them they succeeded using snapshot maps read usl
894,1.10450284841761e+18,2019-03-09 22:02:54,1,0,0,0,i really hate this new era of technology since snapshot where people think they can film whoever they want without consent like its not funny at all even if its your friends on snap understand that some wants privacy if you want to expose your life thats your problem
897,1.12873157519187e+18,2019-05-15 18:39:13,0,0,0,1,abuser hey my face-on group with k members got deleted and i believe we have not broke any community standards and i have filed complaint against this action looking forward
898,1.10591004262313e+18,2019-03-13 19:14:35,84,1,1,1,whats is not working fix it jez
899,1.11430418926013e+18,2019-04-05 23:09:56,1,0,0,1,can you fix your dual si am phones so they work with abuser again turning off mobile data on second si am makes unable to connect work since the last android patch not the right hawes well i do not buy enterprise tesco equipment either but you wrote to me
900,1.11631760718601e+18,2019-04-11 12:30:32,0,5,0,1,help i use outlook for my work email and i used to be able to search for mails at the top and it displayed everything related to that search now it only show mails from march of last year its frustrating as heli have goggled and can not resolve anyone usl
901,1.09394906346728e+18,2019-02-08 19:05:55,1,1,0,0,doll you are lovely i am here inventing new ways to call my sense o humor bad and you just come and say it is special that is such a great outlook to have
902,1.10599974665157e+18,2019-03-14 01:11:02,0,0,0,1,abuser fix ya self i am bored
903,1.11908960757487e+18,2019-04-19 04:05:28,1,0,0,0,i feel so bad for people that go to the kop area and think they are served fine dining food then take instagram or snapshot pictures thinking they are eating fresh you guys should see the walking dirty per addicts cooking your food all fucked up
906,1.09798346841023e+18,2019-02-19 22:17:13,1,0,0,0,do not accept bad days you have the right to reject them accept his will for you with thanksgiving it will change your whole outlook usl
907,1.11860826889132e+18,2019-04-17 20:12:48,2,0,0,0,snapshot stories are better than reality tv i am addicted to watching people make bad decisions you couldnt make up some of the stuff have seen lately
909,1.10838642718694e+18,2019-03-20 15:14:51,0,1,0,1,abuser why are you not allowing me to add admits to my page i have tried multiple ways this is an issue may turn my hair gray and making it difficult to work in your platform abuser can you help me
912,1.10840022374597e+18,2019-03-20 16:09:41,0,0,0,1,abuser do they plan on fixing the front facing camera for s users or should we plan on this staying like it is there anyway for this to be fixed
913,1.12669741566946e+18,2019-05-10 03:56:11,1,0,0,0,abuser abuser abuser abuser and heres the picture of the face-on employehackerterorist making death threats to people whose pages he steals and their followers he targets specifically minority groups like the disabled fail notmybanerurl
914,1.13116739428456e+18,2019-05-22 11:58:17,4,0,0,0,laugh my ass off i hate eating and having proper table manners bc i want to be able to lose my shit with my brother at the dinner table and not get in trouble while we use snapshot filters on my mom
916,1.1059971134129e+18,2019-03-14 01:00:34,0,0,0,1,abuser when are you guys going to resolve this problem
917,1.12448552550575e+18,2019-05-04 01:26:55,0,1,0,0,abuser hello i would like to log out of the application and log back in again if there is a problem with that
918,1.1141781508236e+18,2019-04-05 14:49:06,10,1,0,0,one of the volunteers here broke her phone and keeps asking to use mine to keep her snap streaks going and called me old when i told her i do not use snapshot
919,1.11577982927674e+18,2019-04-10 00:53:36,6,1,1,1,fix it let us use our accounts before we die usl
920,1.12345370762516e+18,2019-05-01 05:06:51,0,0,0,0,the problem int ordering food its students using their phones during class if teachers are going to excuse textgoglefaceti amesnapchatinstagram you might as well let them order food
921,1.11284614163961e+18,2019-04-01 22:36:10,1,0,0,0,am the way you phrase things can change your whole perspective on a situation i am only having a bad day i am only in this situation for a little while speaking positively to yourself will give you a more positive outlook bepositiveurl
922,1.12737549285482e+18,2019-05-12 00:50:37,7,0,7,0,yeah i jacked off to myself as a female on snapshot you got a problem with that library
924,1.12927472949024e+18,2019-05-17 06:37:31,1,1,0,0,at this point i am knowing whats going on but i had to dig a little deeper and thats when i came up on sites she was on shanty wanted a picture of me bad and i paint send not one holmes no sir i am protected and i died a little deeper and found the snapshot usl
925,1.13272013525973e+18,2019-05-26 18:48:19,1,0,0,0,not gon na lie feel this hard its good to look on ones self though and adjust to see how bad it is not just for you but your outlook on things
926,1.13304701429867e+18,2019-05-27 16:27:13,4,0,3,0,upcoming sahel rainy season outlook from abuser senegal slated for a late start could be trouble for herders as they return from seasonal migrations to areas with no pasture usl
927,1.10325174091956e+18,2019-03-06 11:11:27,1,0,0,0,told this girl i am going to make a premium snapshot for people with deep rooted issues and therapeutic sessions she told me she do not need no man to fix her problems and blocked me shaking my head its only a one ti are fee of
928,1.11713365513723e+18,2019-04-13 18:33:13,0,1,0,0,that is happening to me too my friend moved and we have not really spoken i see hi am a lot with other friends on snapshot and when i ask hi am if he want is to hang out he says he bashir happens i guess
929,1.09281353133296e+18,2019-02-05 15:53:44,1,0,0,0,if a city elected official can not stay awake thru the first hour of an economic outlook session to help budget plus well ill give the benefit of doubt proxy had a bad night right
930,1.12106432265275e+18,2019-04-24 14:52:17,0,0,0,1,abuser your update has as usual made face-on more difficult to use glitches freezing and error messages useless ads from places across the country political ads religious ads etc even if i hide them they still show up try fixing things instead of ruining them
931,1.09168704723088e+18,2019-02-02 13:17:29,2,1,0,0,yup and both sides need to be respected it feels like the general outlook nowadays is profesionalchoice good profesionalife bad but there is no good and bad in moral dilemmas the answer lies solely with the individual
932,1.12393758991493e+18,2019-05-02 13:09:37,0,0,0,1,i could not log in to my account because the message was temporarily closed for your blocked week and i am going to have more than a week of trouble over days
934,1.10599159817575e+18,2019-03-14 00:38:39,0,0,0,1,why does snapshot make my camera have such bad quality compared to taking a normal picture
935,1.11365136663787e+18,2019-04-04 03:55:51,0,0,0,0,i legit just started crying after seeing a snapshot video of grayson dancing through a crowd at coaches last year i i want to go to a music festival with the twins so bad
936,1.1109220941397e+18,2019-03-27 15:10:41,0,0,0,1,best eroroftheday award goes to microsoft outlook usl
937,1.10591971249877e+18,2019-03-13 19:53:01,0,0,0,1,hi i still can not post pictures so please fix this as soon as possible thanks face-on
938,1.10487445313203e+18,2019-03-10 22:39:31,2,0,2,0,one of the best things about snapshot is that when you send someone story to someone else it does tell them bc if it didi would be in a lot of trouble
939,1.116469560948e+18,2019-04-11 22:34:20,8,1,1,1,ive been deleted close to ti ames over the years on ig alone i actually just started my latest ig not too long ago but my snapshot was just deleted i lost my twitter verification after they suspended me for a tweet i was rtd in so frustrating
940,1.10776639640095e+18,2019-03-18 22:11:04,1,0,0,0,just playing with snapshot filters i need friends to hang out with snapshot lonely bored whatiswrongwithme tired san clemente california usl
942,1.10741899141544e+18,2019-03-17 23:10:37,2,1,0,0,i feel bad for babies born now cause we dint have to worry about our parents flash recording us on snapshot days out the womb
943,1.09348793681594e+18,2019-02-07 12:33:34,0,0,0,0,rt abuser the economic outlook in the euro area is going from bad to worse usl usl
944,1.11822819922849e+18,2019-04-16 19:02:33,0,0,0,0,one of the few things keeping agriculture afloat as persistent bad news hits the industry has been consistent farm values and the outlook for that is murky at best if they begin to dip we approach another farm crisis iacaucusurl
950,1.11494081076251e+18,2019-04-07 17:19:38,0,0,0,1,abuser hello i have a problem with my face-on account please reply
952,1.13198238642451e+18,2019-05-24 17:56:46,2,2,1,1,abuser abuser by allowing these damn altered videos you become part of the problem by enabling corrupt people get away with it let alone subject slanderous videos you make millions use some of that money to curb your complicit flagrant postings usl
953,1.09984717840153e+18,2019-02-25 01:42:56,2,1,1,0,here is shorter thus outlook is highly probable after that it has to break above the green channel and go above level in order to back in the burun otherwise rally will not stay for a long ethereal feb th feb crash call usl
955,1.10597597634369e+18,2019-03-13 23:36:35,0,0,0,1,can not wait open face-on is down say fix up too long
956,1.12762398098533e+18,2019-05-12 17:18:01,0,1,0,0,o shit sorry i was thinking you were replying to a different post my bad es done in snapshot they have a female and a male face there now
957,1.11960701872425e+18,2019-04-20 14:21:29,0,0,0,0,it is fr like no need to project your bad experiences or outlook to people and thank you king for uplifting and supporting all your sisters
959,1.1236650265969e+18,2019-05-01 19:06:33,1,0,0,0,bad would to take a picture of yourself wearing the shirt you borrowed ahem stole from your sisters closet and post it on snapshot tenagegirls sisters rokiemistake raisingirls daughters drama fail
962,1.12557957394754e+18,2019-05-07 01:54:17,0,0,0,0,we are all creatively broke scraping our tired mind fori boulders we can sell to the lowest common denominator for cheap in order to buy junk food and caffeine so we can work ourselves to death someone with a positive outlook
963,1.12016264837136e+18,2019-04-22 03:09:21,0,0,0,0,no or a delayed opportunity is not always is a bad thing sogeti ames it really is a blessing in disguise including relationships and other aspects of life keep moving forward with a different outlook and watch how things start to work in your favor
965,1.10593539556747e+18,2019-03-13 20:55:20,0,0,0,1,abuser fix your application i just want to let my family know the national honours society wants me
967,1.12549020484291e+18,2019-05-06 19:59:10,0,1,0,1,abuser why agent you responding to my mails or helping me in any way i do not understand why you are completely ignoring my issue i need your help
968,1.11660709428567e+18,2019-04-12 07:40:51,0,1,0,1,abuser abuser hi i am trying to login in to my mail using mail application on android tablet it is telling me there is a problem with communicating with goole server try again later what is theproblem and how can help me i will be glad for your response
969,1.11777718568582e+18,2019-04-15 13:10:23,0,0,0,0,i feel as the only explicit content that has been on my page is when it was hacked a while back i got it back within days but the guy posted some bad stuff and i try to keep everything on my page clean as possible
970,1.12868460149125e+18,2019-05-15 15:32:33,162,6,5,1,snapshot is gender swap filter could not read my face instead of showing me female nico i was just a giant green blob with lips the same thing happened when i asked it to mass me up congrats everyone i broke the gender binary
971,1.12604423765982e+18,2019-05-08 08:40:41,116,6,37,1,rowdy abuser your application is full of bugs my strategic assets were to blow up in kabul but ended up blowing in lahore fix it quick will ya usl
975,1.13224386810195e+18,2019-05-25 11:15:48,0,0,0,0,i hate taking pictures because i look horrible in them but i also hate to admit that the snapshot filters are actually pretty cool
976,1.09408905105587e+18,2019-02-09 04:22:11,3,2,0,1,fix the low light issue tired of asking my friends to take low light distance pictures with their samsung galaxy because my phone can not or i have to use face-on or snapshot to take a picture because just the regular camera can not
978,1.10387419495196e+18,2019-03-08 04:24:51,0,0,0,0,so i make a post on snapshot saying happy birthday dad i love and miss you so much rip this girl message me saying did you not get to see hi am today i replied back um no he died she goes oh laugh out loud my bad bitch really
979,1.12946235756905e+18,2019-05-17 19:03:05,0,0,0,0,abuser getting setup payment messages s of ti ames non stopisue started after a contact attempted to send money when i had not set up payment methodthen i did and transactedbut i still get setup mesagesfed upandremoved payment method reinstaledblockedandunblockedno luck
980,1.0924102458283e+18,2019-02-04 13:11:13,0,0,0,1,abuser my face-on fan page called tricia helper fans was unpublished as a result of an error tricia helper fans is not an i imitation page a fan page dedicated to abuser usl
981,1.10010331433352e+18,2019-02-25 18:40:43,1,0,0,0,grinding for dupes with bad inscriptions seems to be a big complaint for folks i think the attitude of anything can drop anywhere is not that great is a mistake because it creates a scenario where you may never get what you are looking
985,1.10595448124464e+18,2019-03-13 22:11:10,0,1,0,1,i have trouble with instagram
986,1.12101107672695e+18,2019-04-24 11:20:42,1,0,0,1,it would be really nice if abuser did not ask me everyday to add your photos on maps it is bad enough that abuser goole music and every other goole product asks me to sign up to a paid subscription every minute they are not showing me an advert firsthitisfre
987,1.11759736470816e+18,2019-04-15 01:15:50,1,0,0,1,my abuser never ceases to be broken
988,1.12028102091633e+18,2019-04-22 10:59:43,1,0,0,1,please sir make me hapylocalguied solve my problem see what i have posted to goole maps goglemaps usl
990,1.10594285010835e+18,2019-03-13 21:24:57,0,0,0,1,still working to resolve the issue or hasnotworkedalday
991,1.13110737683519e+18,2019-05-22 07:59:48,0,0,0,0,abuser hello there i am from rubino rubino is a san francisco-based high tech company there is a problem that we are trying to deal with it in our business we move our office mask istanbul to beyond istanbul we create new location via goole maps
996,1.09498047282697e+18,2019-02-11 15:24:23,0,0,0,1,abuser my whatsit account has been hacked how do i fix this
998,1.11558038596491e+18,2019-04-09 11:41:05,0,1,0,1,the thing is your part of the problemnot the solution when you allow white nationalism as your platform you are what is wrong with social media
6396,1.09904895121757e+18,2019-02-22 20:51:03,0,1,0,1,abuser abuser abuser all of us apple uses would appreciate if you fix the font we do not have androids you are hurting pls feelings make it back to normal
6398,1.0944536611644e+18,2019-02-10 04:31:01,0,0,0,0,abuser can not measure social bad in its own business model so it will torture its employees with social ampactwashing usl
6399,1.10512297245547e+18,2019-03-11 15:07:03,31,10,0,0,guys i am gon na need your energy there are going to be a lot of people at work today who will be stumped at reading their email account to outlook and making shortcuts for their desktops and i am going to get yelled to fix it
6400,1.10596337451558e+18,2019-03-13 22:46:30,0,0,0,1,abuser abuser abuser please fix it as soon as possible
6401,1.10966161538802e+18,2019-03-24 03:42:00,0,0,0,1,abuser bug in your application even when other phone is switched not connected to network whatsit call still ringsthats a false indicator or call going usl should not go through in that case repair
6402,1.11975435126484e+18,2019-04-21 00:06:56,1,0,0,0,i can not hang with mfs who can not be on snapshot can not dance at the parties can not wear certain shit can not be out after curfew bye i got one dad i might not ever listen to no nigra you boo boo da fool ass bitches
6403,1.11426630983821e+18,2019-04-05 20:39:24,0,0,0,0,abuser you love stifling our freedom of speech do not you you do realize you are putting your company out of business because of you bad choices who is threatening you lucky i feel bad you your fear is obvious if you knew jesus you would not be afraid hernandez
6404,1.110723017662e+18,2019-03-27 01:59:38,5,0,0,0,snapshot reminded me that two years ago my depression was so bad that the only thing that got me out of bed when i dint have or did have and dint go class was going to pet stores with lori and she would show me the snakes and we would pet dogs usl
6405,1.10597702764598e+18,2019-03-13 23:40:46,6,0,1,1,hours latecomer on i need my fix usl
6406,1.12579996208691e+18,2019-05-07 16:30:01,0,1,0,0,to be so negative is really indicating your in a bad place or just have a really pest artistic outlook on the world venting in this way could be good for you i do not know but theres better ways to get your point across just something to note have a lovely day
6409,1.09974516126815e+18,2019-02-24 18:57:33,1,1,0,1,same question here have tried to send snapshot several sweets about that issue have havent seen my d bitmoji since last year
6410,1.09507672519579e+18,2019-02-11 21:46:51,36,0,3,0,aha hanging out with the boys mist stop moving so much its hard to focus the snapshot lens mist stop moving so much the videos too blurry usl
6411,1.13192737549791e+18,2019-05-24 14:18:11,0,0,0,0,abuser why do you insist on keeping up clearly doctored content on your platform this looks especially bad form when youse made the argument against fake news
6412,1.10594583702325e+18,2019-03-13 21:36:49,0,0,0,1,abuser i feel strange coming to twitter to message face-on i can not comment on posts is that part of this aps problem
6413,1.12848045686786e+18,2019-05-15 02:01:21,1,0,0,1,years later and goole still bringing us to this tweet snapshot needs to fix this
6416,1.12411355613021e+18,2019-05-03 00:48:51,0,0,0,1,yup but its go sit right there snapshot need to fix them damn stories got people scrolling left to right usl
6417,1.13130343726887e+18,2019-05-22 20:58:52,1,0,0,0,so i cracked my front cameras going to be a horrible summer if i do not get this fixed mean like how am i supposed to self with the good snapshot filters
6418,1.121453276116e+18,2019-04-25 16:37:51,1,0,0,0,abuser hi if your going to use your application as a news outlet you should consider making your articles more about the content of the article and less about clicking to continue on to the next line of text its super frustrating and i bet many agree
6420,1.12044133718103e+18,2019-04-22 21:36:46,1,0,0,0,i do not want my future outlook to be in even more question because i was caught in the middle that seems to be the problem here
6422,1.1059986754683e+18,2019-03-14 01:06:47,0,0,0,1,abuser abuser with several issues today fail
6423,1.12139587534185e+18,2019-04-25 12:49:45,1,0,0,0,you are such a weird woman how can you claim am to be a voice of the people but slate other women and just have a horrible outlook on life i feel really really really sorry for you
6424,1.10602615270617e+18,2019-03-14 02:55:58,4,0,0,0,its hilarious how when one of our social media crash or change we i immediately go to twitter to complain never forget the old snapshot its still breaking my heart usl
6425,1.10430726852122e+18,2019-03-09 09:05:44,1,0,0,0,i feel bad for people who use snapshot like it is relevant it is geezer switch over to instagram like the rest of us
6426,1.10597715781637e+18,2019-03-13 23:41:17,0,0,0,1,instal has been down since lets go to snapshot and twitter instead they know how to fix stuff fast
6427,1.1273034831605e+18,2019-05-11 20:04:29,17,3,1,0,okay so all these guys with the snapshot girl filter are looking like attractive ass females whereas i on the other hand look like a constipated roskill bug that has been squashed to death by an wheeler
6428,1.10622383774471e+18,2019-03-14 16:01:30,0,0,0,1,you have done nothing for the last two weeks to resolve my issue of sexualharasment through your platform you froze my account not the pervert hes still free to abuse people please fix this
6429,1.09472016612088e+18,2019-02-10 22:10:01,12,0,1,0,failure is si amply the opportunity to begin again this ti are more intelligently henry ford do not be afraid to fail mistakes are going to be made along the way its how you make adjustments and seize opportunity that matters evolve
6431,1.12693988924357e+18,2019-05-10 19:59:41,3,0,0,1,this is incredibly annoying knowing i havent done anything wrong abuser fix your detection method or at least make some more of an effort than just saying jailbroken ios devices may fail to work with snapshot even if you have the official application usl
6432,1.12680813049358e+18,2019-05-10 11:16:08,0,0,0,1,abuser well you have almost got the most recent feed right about ti are it is now in chronological order for me but the posts do not go back far enough checked just now and there were only minutes worth not enough please fix
6433,1.11277294471379e+18,2019-04-01 17:45:18,0,0,0,0,abuser antitrust actions are online with capitalism do not let anybody tell you any different capitalism is not the problem its human beings manipulation of capitalism that is the problem capitalism is about competition which i improves a product and drives the price down
6434,1.10904186005453e+18,2019-03-22 10:39:19,0,1,0,1,hey abuser when are you gon na fix your application so it is not lay as fuck pretty ready to instal this shit now seen dead bodies work faster than your shit
6435,1.11962004985628e+18,2019-04-20 15:13:16,0,1,0,0,my phone is broken so if your trying to get hold of me you have to do so on twitter or snapshot
6436,1.12869055892546e+18,2019-05-15 15:56:13,0,0,0,0,hizir filters a snapshot is a proof that some men want to be ladies so bad wanaume kama ma bint
