level_0,index,Unnamed: 0,Bug_report,appTitle,bug_report,comment,date,id,original_text,score,text,userName,Unnamed: 12,Unnamed: 13,topic_distribution
2020,104084,86492,1,Whatsapp,,"['new', 'update', 'kane', 'bad', 'mere', 'lock', 'lg', 'gay', 'help']",2019-03-29,42749,new whatsapp update krne k bad mere whatsapp me lock lg gya .so what i do.please help me.,1,new whatsit update kane k bad mere whatsit me lock lg gay so what i please help me,Laxman Brithwal,,,"[0.02463054187192119, 0.04187192118226603, 0.02463054187192119, 0.02463054187192119, 0.03612479474548442, 0.02654625068418173, 0.02463054187192119, 0.038040503557744944, 0.02463054187192119, 0.02463054187192119, 0.02463054187192119, 0.04378762999452657, 0.04187192118226603, 0.02463054187192119, 0.02654625068418173, 0.02654625068418173, 0.02463054187192119, 0.030377668308702803, 0.02463054187192119, 0.02463054187192119, 0.04187192118226603, 0.02654625068418173, 0.02463054187192119, 0.02463054187192119, 0.04187192118226602, 0.02463054187192119, 0.02654625068418173, 0.02463054187192119, 0.03420908593322388, 0.02463054187192119, 0.02463054187192119, 0.02463054187192119, 0.02463054187192119, 0.02463054187192119, 0.02463054187192119]"
2021,104085,86493,1,Whatsapp,,"['be', 'problem', 'update', 'do', 'not', 'receive', 'kind', 'notification', 'someone', 'test', 'be', 'bad', 'thing', 'work', 'hope', 'problem', 'get', 'solve']",2019-03-30,42750,there is the problem with the update as i didn't receive any kind of notification if someone texted me and that's a bad thing for my work i hope this problem gets solved,2,there is the problem with the update a i did not receive any kind of notification if someone tested me and that is a bad thing for my work i hope this problem get solved,mohamed Adel,,,"[0.022321428571428572, 0.03621031746031747, 0.022321428571428572, 0.022321428571428572, 0.024057539682539684, 0.024057539682539687, 0.03621031746031746, 0.025793650793650796, 0.022321428571428572, 0.029265873015873023, 0.037946428571428575, 0.024057539682539684, 0.037946428571428575, 0.022321428571428572, 0.024057539682539684, 0.022321428571428572, 0.0414186507936508, 0.024057539682539684, 0.022321428571428572, 0.022321428571428572, 0.025793650793650796, 0.03621031746031747, 0.022321428571428572, 0.036210317460317464, 0.03621031746031747, 0.029265873015873023, 0.022321428571428572, 0.022321428571428572, 0.022321428571428572, 0.05009920634920637, 0.022321428571428572, 0.022321428571428572, 0.025793650793650796, 0.06051587301587304, 0.022321428571428572]"
2022,104087,86495,1,Whatsapp,,"['instal', 'whatsapbut', 'unload', 'status', 'show', 'file', 'pick', 'not', 'photon', 'not', 'see', 'someone', 'status', 'show', 'be', 'unable', 'downloadplease', 'anybody', 'know', 'problem', 'tell']",2019-03-28,42752,i installed this whatsapp....But when i upload my status it show me the file you picked in not a photo.nd i cant see someones status it shows me it is unable to download...please anybody knows about this problem then plz tell me...🙏,1,i installed this whatsapbut when i unload my status this show me the file you picked in not a photon i can not see someone status it show me it is unable to downloadplease anybody know about this problem then please tell me,A Google User,,,"[0.06185807656395893, 0.02264239028944911, 0.04551820728291318, 0.021008403361344536, 0.021008403361344536, 0.021008403361344536, 0.021008403361344536, 0.024276377217553685, 0.025910364145658265, 0.02917833800186741, 0.022642390289449112, 0.021008403361344536, 0.043884220354808594, 0.022642390289449112, 0.02917833800186741, 0.030812324929971994, 0.030812324929971994, 0.037348272642390296, 0.04061624649859944, 0.02264239028944911, 0.021008403361344536, 0.02427637721755369, 0.02264239028944911, 0.021008403361344536, 0.021008403361344536, 0.02917833800186741, 0.024276377217553685, 0.024276377217553685, 0.021008403361344536, 0.0700280112044818, 0.02264239028944911, 0.021008403361344536, 0.022642390289449112, 0.030812324929971987, 0.02917833800186741]"
2023,104092,86500,1,Whatsapp,,"['today', 'morning', 'application', 'not', 'work', 'help']",2019-03-31,42759,From today morning WhatsApp application not working. Please help.,5,from today morning whatsit application not working please help,Biswajit Pal,,,"[0.025510204081632633, 0.0294784580498866, 0.025510204081632633, 0.025510204081632633, 0.039399092970521514, 0.025510204081632633, 0.025510204081632633, 0.025510204081632633, 0.025510204081632633, 0.025510204081632633, 0.025510204081632633, 0.025510204081632633, 0.027494331065759613, 0.025510204081632633, 0.025510204081632633, 0.025510204081632633, 0.027494331065759613, 0.025510204081632633, 0.027494331065759613, 0.025510204081632633, 0.04336734693877548, 0.03741496598639454, 0.025510204081632633, 0.04931972789115643, 0.025510204081632633, 0.025510204081632633, 0.03939909297052152, 0.025510204081632633, 0.025510204081632633, 0.04138321995464849, 0.025510204081632633, 0.025510204081632633, 0.025510204081632633, 0.025510204081632633, 0.025510204081632633]"
2024,104096,86504,1,Whatsapp,,"['not', 'send', 'correct', 'code', 'send', 'correct', 'code', 'correctly']",2019-03-29,42763,Why are you not sending the correct codes please send it correctly,2,why are you not sending the correct code please send the correct code correctly,lakshmi ratavalli,,,"[0.025062656641604016, 0.05235310498468394, 0.025062656641604016, 0.025062656641604016, 0.025062656641604016, 0.025062656641604016, 0.025062656641604016, 0.027011974380395442, 0.025062656641604016, 0.025062656641604016, 0.025062656641604016, 0.025062656641604016, 0.025062656641604016, 0.025062656641604016, 0.025062656641604016, 0.02701197438039544, 0.025062656641604016, 0.06209969367864108, 0.025062656641604016, 0.025062656641604016, 0.025062656641604016, 0.02701197438039544, 0.025062656641604016, 0.025062656641604016, 0.025062656641604016, 0.027011974380395442, 0.025062656641604016, 0.025062656641604016, 0.025062656641604016, 0.040657198551935406, 0.025062656641604016, 0.025062656641604016, 0.025062656641604016, 0.025062656641604016, 0.060150375939849655]"
2025,104099,86507,1,Whatsapp,,"['not', 'change', 'notification', 'message', 'tone', 'kiss']",2019-03-30,42766,i can't change notification message tone anymore x.x,2,i can not change notification message tone anymore kiss,riski afrizal pijjal,,,"[0.027994227994228002, 0.02597402597402598, 0.02597402597402598, 0.02597402597402598, 0.027994227994228, 0.02597402597402598, 0.027994227994228, 0.027994227994228002, 0.027994227994228002, 0.02597402597402598, 0.03405483405483406, 0.02597402597402598, 0.02597402597402598, 0.02597402597402598, 0.03203463203463204, 0.027994227994228002, 0.038095238095238106, 0.03203463203463204, 0.02597402597402598, 0.027994227994228002, 0.02597402597402598, 0.027994227994228, 0.02597402597402598, 0.02597402597402598, 0.038095238095238106, 0.02597402597402598, 0.02597402597402598, 0.02597402597402598, 0.027994227994228, 0.042135642135642144, 0.02597402597402598, 0.03203463203463204, 0.02597402597402598, 0.030014430014430018, 0.027994227994228002]"
2026,104108,86516,1,Whatsapp,,"['delete', 'chat', 'file', 'ask', 'anything']",2019-03-31,42775,WhatsApp deleted all my chat files without asking anything .,1,whatsit deleted all my chat file without asking anything,A Google User,,,"[0.026954177897574122, 0.026954177897574122, 0.026954177897574122, 0.026954177897574122, 0.026954177897574122, 0.026954177897574122, 0.026954177897574122, 0.026954177897574122, 0.026954177897574122, 0.026954177897574122, 0.026954177897574122, 0.026954177897574122, 0.04582210242587602, 0.04582210242587602, 0.026954177897574122, 0.026954177897574122, 0.026954177897574122, 0.026954177897574122, 0.026954177897574122, 0.026954177897574122, 0.026954177897574122, 0.026954177897574122, 0.026954177897574122, 0.04582210242587602, 0.026954177897574122, 0.026954177897574122, 0.026954177897574122, 0.026954177897574122, 0.026954177897574122, 0.026954177897574122, 0.026954177897574122, 0.026954177897574122, 0.026954177897574122, 0.026954177897574122, 0.026954177897574122]"
2027,104113,86521,1,Whatsapp,,"['video', 'call', 'be', 'not', 'good', 'video', 'call', 'stop', 'make', 'video', 'call', 'not', 'start', 'properly']",2019-03-27,42780,"video call is not good 1> its stop in mide 2> its not start properly ,etc",3,video call is not good video call stop in made video call not start properly etc,A Google User,,,"[0.026203073822121444, 0.022675736961451247, 0.03502141597379693, 0.022675736961451247, 0.022675736961451247, 0.022675736961451247, 0.022675736961451247, 0.022675736961451247, 0.022675736961451247, 0.06853111615016379, 0.024439405391786344, 0.03678508440413202, 0.022675736961451247, 0.024439405391786344, 0.022675736961451247, 0.022675736961451247, 0.022675736961451247, 0.022675736961451247, 0.024439405391786344, 0.022675736961451247, 0.022675736961451247, 0.024439405391786344, 0.024439405391786347, 0.03149407911312674, 0.026203073822121444, 0.06853111615016379, 0.022675736961451247, 0.03678508440413203, 0.022675736961451247, 0.05442176870748301, 0.024439405391786344, 0.024439405391786347, 0.022675736961451247, 0.03502141597379693, 0.024439405391786344]"
2028,104115,86523,1,Whatsapp,,"['bad', 'status', 'time', 'second', 'do', 'second', 'third_class', 'application']",2019-03-31,42782,what a bad status time.30 sec.. what you do on 30 sec.m....f.. . thirdclass app,1,what a bad status time second what you do on second third-class application,Dr.PRasad Ubarhande,,,"[0.02463054187192117, 0.026546250684181705, 0.036124794745484384, 0.02463054187192117, 0.02463054187192117, 0.02846195949644224, 0.02463054187192117, 0.02463054187192117, 0.02463054187192117, 0.02463054187192117, 0.026546250684181705, 0.0265462506841817, 0.04187192118226599, 0.02463054187192117, 0.032293377120963314, 0.03037766830870277, 0.045703338806787064, 0.02463054187192117, 0.02463054187192117, 0.04187192118226599, 0.02463054187192117, 0.02463054187192117, 0.02463054187192117, 0.04187192118226599, 0.02463054187192117, 0.02463054187192117, 0.036124794745484384, 0.026546250684181705, 0.02463054187192117, 0.02463054187192117, 0.02463054187192117, 0.039956212370005455, 0.0265462506841817, 0.02463054187192117, 0.02463054187192117]"
2029,104117,86525,1,Whatsapp,,"['fix', 'not', 'download', 'pic', 'even']",2019-03-31,42784,please fix the problem..sometimes i cant download the pic. even just 70kb,2,please fix the problemsometimes i can not download the pic even just kb,Muhamad Dipo Misnadi,,,"[0.02851263962375072, 0.02851263962375072, 0.030570252792474998, 0.026455026455026443, 0.026455026455026443, 0.04291593180482067, 0.02851263962375072, 0.028512639623750727, 0.026455026455026443, 0.026455026455026443, 0.026455026455026443, 0.026455026455026443, 0.04497354497354496, 0.026455026455026443, 0.026455026455026443, 0.026455026455026443, 0.034685479129923556, 0.026455026455026443, 0.026455026455026443, 0.02851263962375072, 0.026455026455026443, 0.02851263962375072, 0.026455026455026443, 0.026455026455026443, 0.026455026455026443, 0.026455026455026443, 0.026455026455026443, 0.026455026455026443, 0.026455026455026443, 0.040858318636096395, 0.026455026455026443, 0.026455026455026443, 0.026455026455026443, 0.026455026455026443, 0.026455026455026443]"
2030,104118,86526,1,Whatsapp,,"['application', 'do', 'not', 'open', 'device', 'thank']",2019-03-28,42785,this app dos not open this device thank u,5,this application do not open this device thank you,A Google User,,,"[0.026455026455026443, 0.02851263962375072, 0.026455026455026443, 0.026455026455026443, 0.026455026455026443, 0.026455026455026443, 0.026455026455026443, 0.026455026455026443, 0.026455026455026443, 0.026455026455026443, 0.026455026455026443, 0.026455026455026443, 0.026455026455026443, 0.026455026455026443, 0.026455026455026443, 0.026455026455026443, 0.026455026455026443, 0.026455026455026443, 0.026455026455026443, 0.026455026455026443, 0.026455026455026443, 0.02851263962375072, 0.038800705467372125, 0.044973544973544964, 0.026455026455026443, 0.026455026455026443, 0.026455026455026443, 0.026455026455026443, 0.026455026455026443, 0.040858318636096395, 0.026455026455026443, 0.026455026455026443, 0.026455026455026443, 0.032627865961199286, 0.044973544973544964]"
2031,104122,86530,1,Whatsapp,,"['face', 'notification', 'issue', 'new', 'update', 'personify', 'not', 'open', 'application', 'not', 'get', 'message', 'anyonesolve', 'issue', 'soon_possible']",2019-03-31,42789,facing notification issue in new updated verson..if i not open app so i not get any message from anyone..solve the issue asap,2,facing notification issue in new updated personify i not open application so i not get any message from anyonesolve the issue a soon a possible,Kamal Singh,,,"[0.022675736961451243, 0.03854875283446712, 0.022675736961451243, 0.022675736961451243, 0.022675736961451243, 0.022675736961451243, 0.03149407911312674, 0.04383975812547241, 0.038548752834467105, 0.022675736961451243, 0.022675736961451243, 0.02443940539178634, 0.022675736961451243, 0.022675736961451243, 0.040312421264802216, 0.022675736961451243, 0.03854875283446711, 0.022675736961451243, 0.022675736961451243, 0.022675736961451243, 0.03678508440413202, 0.026203073822121437, 0.022675736961451243, 0.03854875283446712, 0.03854875283446712, 0.027966742252456534, 0.02443940539178634, 0.022675736961451243, 0.022675736961451243, 0.05265810027714791, 0.022675736961451243, 0.024439405391786344, 0.022675736961451243, 0.027966742252456538, 0.03854875283446712]"
2032,104131,86539,1,Whatsapp,,"['nothing', 'be', 'new', 'change', 'theme', 'designthen', 'give', 'update', 'otherwise', 'close']",2019-03-26,42799,nothing is new .....change the WhatsApp theme or design........then give update... otherwise close the WhatsApp,1,nothing is new change the whatsit theme or designthen give update otherwise close the whatsit,hitesh kumar panda,,,"[0.037395749260156035, 0.04116222760290557, 0.024213075060532684, 0.024213075060532684, 0.024213075060532684, 0.026096314231907447, 0.024213075060532684, 0.0562281409739037, 0.024213075060532684, 0.037395749260156035, 0.024213075060532684, 0.024213075060532684, 0.024213075060532684, 0.024213075060532684, 0.03362927091740651, 0.02609631423190745, 0.027979553403282214, 0.026096314231907447, 0.02609631423190745, 0.024213075060532684, 0.024213075060532684, 0.024213075060532684, 0.024213075060532684, 0.03551251008878127, 0.024213075060532684, 0.026096314231907447, 0.0392789884315308, 0.024213075060532684, 0.026096314231907447, 0.024213075060532684, 0.02797955340328221, 0.02986279257465698, 0.024213075060532684, 0.039278988431530805, 0.026096314231907447]"
2033,104133,86541,1,Whatsapp,,"['international', 'vedic', 'call', 'not', 'clear']",2019-03-31,42801,international vedio call not clear,4,international vedic call not clear,Jothi G,,,"[0.02597402597402598, 0.027994227994228, 0.02597402597402598, 0.02597402597402598, 0.02597402597402598, 0.02597402597402598, 0.02597402597402598, 0.02597402597402598, 0.02597402597402598, 0.02597402597402598, 0.02597402597402598, 0.02597402597402598, 0.02597402597402598, 0.02597402597402598, 0.027994227994228, 0.02597402597402598, 0.0380952380952381, 0.030014430014430025, 0.03405483405483406, 0.027994227994228, 0.02597402597402598, 0.030014430014430025, 0.04819624819624821, 0.02597402597402598, 0.02597402597402598, 0.04415584415584417, 0.02597402597402598, 0.02597402597402598, 0.02597402597402598, 0.040115440115440125, 0.027994227994228, 0.02597402597402598, 0.02597402597402598, 0.02597402597402598, 0.02597402597402598]"
2034,104136,86544,1,Whatsapp,,"['unable', 'search', 'symbol']",2019-03-30,42805,unable to search any symbol like '?' !!,1,unable to search any symbol like,Sahil Rana,,,"[0.026954177897574125, 0.026954177897574125, 0.029050613956274333, 0.026954177897574125, 0.026954177897574125, 0.029050613956274333, 0.029050613956274333, 0.03743635819107517, 0.026954177897574125, 0.029050613956274333, 0.026954177897574125, 0.026954177897574125, 0.026954177897574125, 0.026954177897574125, 0.04582210242587602, 0.026954177897574125, 0.026954177897574125, 0.026954177897574125, 0.026954177897574125, 0.026954177897574125, 0.026954177897574125, 0.026954177897574125, 0.026954177897574125, 0.026954177897574125, 0.026954177897574125, 0.026954177897574125, 0.026954177897574125, 0.026954177897574125, 0.026954177897574125, 0.026954177897574125, 0.04582210242587602, 0.026954177897574125, 0.026954177897574125, 0.026954177897574125, 0.026954177897574125]"
2035,104138,86546,1,Whatsapp,,"['open', 'wasp', 'notify', 'application', 'be', 'not', 'internal_storage', 'new', 'update']",2019-03-29,42808,"when i open wtasapp its notifying that ""this application is not in your internal storage"" after the new update",1,when i open wasp its notifying that this application is not in your internal storage after the new update,A Google User,,,"[0.04116222760290557, 0.04304546677428033, 0.03739574926015603, 0.026096314231907447, 0.024213075060532684, 0.024213075060532684, 0.024213075060532684, 0.04116222760290557, 0.024213075060532684, 0.024213075060532684, 0.024213075060532684, 0.024213075060532684, 0.024213075060532684, 0.024213075060532684, 0.024213075060532684, 0.024213075060532684, 0.024213075060532684, 0.024213075060532684, 0.026096314231907447, 0.024213075060532684, 0.024213075060532684, 0.029862792574656977, 0.024213075060532684, 0.04304546677428033, 0.026096314231907447, 0.024213075060532684, 0.024213075060532684, 0.026096314231907447, 0.024213075060532684, 0.03739574926015603, 0.024213075060532684, 0.03739574926015602, 0.03362927091740651, 0.026096314231907447, 0.04116222760290557]"
2036,104141,86549,1,Whatsapp,,"['doe', 'not', 'work']",2019-03-29,42811,WOW IT DOES NOT WORK,1,wow it doe not work,A Google User,,,"[0.027472527472527482, 0.027472527472527482, 0.027472527472527482, 0.027472527472527482, 0.027472527472527482, 0.027472527472527482, 0.027472527472527482, 0.027472527472527482, 0.027472527472527482, 0.027472527472527482, 0.027472527472527482, 0.027472527472527482, 0.027472527472527482, 0.027472527472527482, 0.027472527472527482, 0.027472527472527482, 0.027472527472527482, 0.027472527472527482, 0.027472527472527482, 0.027472527472527482, 0.027472527472527482, 0.040293040293040316, 0.027472527472527482, 0.0338827838827839, 0.027472527472527482, 0.027472527472527482, 0.027472527472527482, 0.027472527472527482, 0.027472527472527482, 0.04670329670329673, 0.027472527472527482, 0.027472527472527482, 0.027472527472527482, 0.027472527472527482, 0.027472527472527482]"
2037,104145,86553,1,Whatsapp,,"['error', 'not', 'download', 'picture']",2019-03-31,42815,error / can't download picture,3,error can not download picture,Ronny Hidayat,,,"[0.027472527472527482, 0.027472527472527482, 0.027472527472527482, 0.027472527472527482, 0.027472527472527482, 0.027472527472527482, 0.027472527472527482, 0.027472527472527482, 0.027472527472527482, 0.027472527472527482, 0.027472527472527482, 0.027472527472527482, 0.027472527472527482, 0.027472527472527482, 0.027472527472527482, 0.027472527472527482, 0.027472527472527482, 0.027472527472527482, 0.027472527472527482, 0.027472527472527482, 0.04670329670329673, 0.027472527472527482, 0.027472527472527482, 0.027472527472527482, 0.027472527472527482, 0.027472527472527482, 0.027472527472527482, 0.027472527472527482, 0.027472527472527482, 0.04670329670329673, 0.027472527472527482, 0.027472527472527482, 0.027472527472527482, 0.027472527472527482, 0.027472527472527482]"
2038,104146,86554,1,Whatsapp,,"['not', 'download', 'intone', 'file', 'do', 'not', 'want', 'use', 'intone', 'phone']",2019-03-26,42816,Why can't I download ringtones from files? I don't want to use ringtones from the phone itself.,2,why can not i download intones from file i do not want to use intones from the phone itself,Edward Ang,,,"[0.02506265664160402, 0.03091060985797829, 0.02506265664160402, 0.02506265664160402, 0.02506265664160402, 0.02506265664160402, 0.02701197438039545, 0.02506265664160402, 0.027011974380395445, 0.0406571985519354, 0.02506265664160402, 0.02506265664160402, 0.04845446950710111, 0.05625174046226681, 0.027011974380395445, 0.02506265664160402, 0.027011974380395445, 0.02506265664160402, 0.02506265664160402, 0.02506265664160402, 0.02506265664160402, 0.030910609857978295, 0.02506265664160402, 0.02506265664160402, 0.02506265664160402, 0.028961292119186872, 0.02506265664160402, 0.02506265664160402, 0.02506265664160402, 0.05430242272347539, 0.02506265664160402, 0.02506265664160402, 0.02506265664160402, 0.02506265664160402, 0.02506265664160402]"
2039,104147,86555,1,Whatsapp,,"['not', 'listen', 'voice', 'note', 'have', 'receive', 'notification', 'pop', 'be', 'say', 'notification', 'pop', 'not', 'available']",2019-03-28,42817,cannot listen to voice notes i have received. a notification pops is saying that its not available.,2,can not listen to voice note i have received a notification pop is saying that a notification pop not available,A Google User,,,"[0.032002048131080395, 0.023041474654377888, 0.023041474654377888, 0.02483358934971839, 0.023041474654377888, 0.04992319508448543, 0.023041474654377888, 0.02483358934971839, 0.023041474654377888, 0.0320020481310804, 0.023041474654377888, 0.023041474654377888, 0.024833589349718393, 0.023041474654377888, 0.023041474654377888, 0.039170506912442414, 0.03737839221710191, 0.023041474654377888, 0.026625704045058894, 0.026625704045058898, 0.023041474654377888, 0.024833589349718393, 0.02483358934971839, 0.023041474654377888, 0.05171530977982594, 0.023041474654377888, 0.023041474654377888, 0.023041474654377888, 0.040962621607782905, 0.053507424475166446, 0.039170506912442414, 0.02483358934971839, 0.023041474654377888, 0.030209933435739897, 0.023041474654377888]"
2040,104152,86560,1,Whatsapp,,"['bad', 'not', 'open']",2019-03-28,42822,worst it can't open,1,worst it can not open,A Google User,,,"[0.026954177897574125, 0.026954177897574125, 0.026954177897574125, 0.026954177897574125, 0.026954177897574125, 0.026954177897574125, 0.026954177897574125, 0.026954177897574125, 0.026954177897574125, 0.026954177897574125, 0.026954177897574125, 0.026954177897574125, 0.04582210242587602, 0.026954177897574125, 0.026954177897574125, 0.026954177897574125, 0.026954177897574125, 0.026954177897574125, 0.026954177897574125, 0.026954177897574125, 0.026954177897574125, 0.026954177897574125, 0.026954177897574125, 0.026954177897574125, 0.026954177897574125, 0.026954177897574125, 0.026954177897574125, 0.026954177897574125, 0.026954177897574125, 0.04582210242587602, 0.026954177897574125, 0.026954177897574125, 0.026954177897574125, 0.026954177897574125, 0.04582210242587602]"
2041,104154,86562,1,Whatsapp,,"['doe', 'not', 'let', 'sign']",2019-03-28,42824,does not let me sign in,1,doe not let me sign in,A Google User,,,"[0.027472527472527482, 0.027472527472527482, 0.027472527472527482, 0.027472527472527482, 0.027472527472527482, 0.027472527472527482, 0.027472527472527482, 0.027472527472527482, 0.027472527472527482, 0.027472527472527482, 0.027472527472527482, 0.027472527472527482, 0.027472527472527482, 0.027472527472527482, 0.027472527472527482, 0.027472527472527482, 0.029609279609279622, 0.027472527472527482, 0.027472527472527482, 0.027472527472527482, 0.04242979242979245, 0.027472527472527482, 0.027472527472527482, 0.027472527472527482, 0.027472527472527482, 0.027472527472527482, 0.027472527472527482, 0.027472527472527482, 0.027472527472527482, 0.04884004884004887, 0.027472527472527482, 0.027472527472527482, 0.027472527472527482, 0.027472527472527482, 0.027472527472527482]"
2042,104158,86566,1,Whatsapp,,"['today', 'account', 'be', 'not', 'work']",2019-03-29,42828,today my account is not working,4,today my account is not working,Dr Shafiq Chishti,,,"[0.026455026455026443, 0.02851263962375072, 0.026455026455026443, 0.026455026455026443, 0.04497354497354496, 0.026455026455026443, 0.026455026455026443, 0.026455026455026443, 0.026455026455026443, 0.04291593180482068, 0.026455026455026443, 0.026455026455026443, 0.026455026455026443, 0.026455026455026443, 0.026455026455026443, 0.026455026455026443, 0.026455026455026443, 0.026455026455026443, 0.026455026455026443, 0.026455026455026443, 0.026455026455026443, 0.04291593180482067, 0.026455026455026443, 0.030570252792474998, 0.026455026455026443, 0.028512639623750727, 0.026455026455026443, 0.026455026455026443, 0.026455026455026443, 0.040858318636096395, 0.026455026455026443, 0.026455026455026443, 0.026455026455026443, 0.026455026455026443, 0.026455026455026443]"
2043,104163,86571,1,Whatsapp,,"['story', 'not', 'load', 'hat', 'stop', 'screw', 'application']",2019-03-31,42833,Stories are not loading. Hating this. Stop screwing the app,1,story are not loading hating this stop screwing the application,Muhammed Øwãìž,,,"[0.05625174046226681, 0.027011974380395445, 0.025062656641604016, 0.025062656641604016, 0.025062656641604016, 0.025062656641604016, 0.025062656641604016, 0.027011974380395442, 0.025062656641604016, 0.025062656641604016, 0.025062656641604016, 0.025062656641604016, 0.025062656641604016, 0.025062656641604016, 0.025062656641604016, 0.025062656641604016, 0.025062656641604016, 0.025062656641604016, 0.03870788081314399, 0.027011974380395442, 0.025062656641604016, 0.025062656641604016, 0.025062656641604016, 0.04260651629072683, 0.025062656641604016, 0.025062656641604016, 0.025062656641604016, 0.040657198551935406, 0.025062656641604016, 0.06404901141743251, 0.025062656641604016, 0.025062656641604016, 0.025062656641604016, 0.025062656641604016, 0.025062656641604016]"
2044,104165,86573,1,Whatsapp,,"['change', 'layout', 'bore']",2019-03-30,42836,should change there layout its too boring,1,should change there layout its too boring,Madhur Jain,,,"[0.02695417789757413, 0.03533992213237497, 0.02695417789757413, 0.02695417789757413, 0.02695417789757413, 0.02695417789757413, 0.02695417789757413, 0.03743635819107518, 0.02695417789757413, 0.029050613956274337, 0.02695417789757413, 0.02695417789757413, 0.02695417789757413, 0.02695417789757413, 0.05840071877807728, 0.02695417789757413, 0.02695417789757413, 0.02695417789757413, 0.02695417789757413, 0.02695417789757413, 0.02695417789757413, 0.02695417789757413, 0.02695417789757413, 0.02695417789757413, 0.02695417789757413, 0.02695417789757413, 0.02695417789757413, 0.02695417789757413, 0.02695417789757413, 0.02695417789757413, 0.02695417789757413, 0.031147050014974552, 0.02695417789757413, 0.02695417789757413, 0.02695417789757413]"
2045,104169,86577,1,Whatsapp,,"['waste', 'ap', 'bad', 'application', 'status', 'not', 'download']",2019-03-30,42841,wastee appp worst App Status not download,1,waste ap worst application status not download,Hand Ball Ravi Kumar,,,"[0.02597402597402598, 0.02597402597402598, 0.03607503607503608, 0.02597402597402598, 0.02597402597402598, 0.02597402597402598, 0.02597402597402598, 0.02597402597402598, 0.02597402597402598, 0.027994227994228, 0.02597402597402598, 0.02597402597402598, 0.04415584415584417, 0.02597402597402598, 0.02597402597402598, 0.04011544011544012, 0.02597402597402598, 0.02597402597402598, 0.02597402597402598, 0.027994227994228002, 0.02597402597402598, 0.02597402597402598, 0.02597402597402598, 0.04415584415584417, 0.02597402597402598, 0.02597402597402598, 0.02597402597402598, 0.02597402597402598, 0.030014430014430025, 0.04415584415584417, 0.02597402597402598, 0.02597402597402598, 0.02597402597402598, 0.030014430014430025, 0.02597402597402598]"
2046,104170,86578,1,Whatsapp,,"['whack', 'load', 'download', 'status', 'video']",2019-03-29,42842,whack loading (downloading) status videos.,3,whack loading downloading status video,reuben kipchumba,,,"[0.03468547912992356, 0.03880070546737213, 0.040858318636096395, 0.026455026455026447, 0.026455026455026447, 0.028512639623750724, 0.026455026455026447, 0.028512639623750724, 0.032627865961199286, 0.04291593180482069, 0.02851263962375073, 0.026455026455026447, 0.026455026455026447, 0.026455026455026447, 0.026455026455026447, 0.026455026455026447, 0.026455026455026447, 0.026455026455026447, 0.026455026455026447, 0.028512639623750724, 0.026455026455026447, 0.028512639623750724, 0.026455026455026447, 0.026455026455026447, 0.02851263962375073, 0.026455026455026447, 0.026455026455026447, 0.026455026455026447, 0.028512639623750724, 0.026455026455026447, 0.026455026455026447, 0.026455026455026447, 0.028512639623750724, 0.026455026455026447, 0.026455026455026447]"
2047,104180,86588,1,Whatsapp,,"['not', 'hear', 'make', 'video', 'call']",2019-03-28,42853,I can't hear when making videos call,1,i can not hear when making video call,A Google User,,,"[0.025974025974025983, 0.027994227994228002, 0.025974025974025983, 0.025974025974025983, 0.025974025974025983, 0.025974025974025983, 0.025974025974025983, 0.04415584415584418, 0.025974025974025983, 0.038095238095238106, 0.025974025974025983, 0.040115440115440125, 0.025974025974025983, 0.025974025974025983, 0.027994227994228005, 0.027994227994228002, 0.025974025974025983, 0.025974025974025983, 0.025974025974025983, 0.025974025974025983, 0.025974025974025983, 0.03001443001443003, 0.025974025974025983, 0.025974025974025983, 0.025974025974025983, 0.04415584415584418, 0.025974025974025983, 0.025974025974025983, 0.025974025974025983, 0.04011544011544013, 0.025974025974025983, 0.027994227994228002, 0.025974025974025983, 0.025974025974025983, 0.027994227994228005]"
2048,104194,86602,1,Whatsapp,,"['get', 'application', 'application', 'not', 'come']",2019-03-31,42871,I got this app but It wont come on my home screen,4,i got this application but this application will not come on my home screen,A Google User,,,"[0.025510204081632633, 0.025510204081632633, 0.025510204081632633, 0.025510204081632633, 0.025510204081632633, 0.03939909297052151, 0.0393990929705215, 0.0294784580498866, 0.025510204081632633, 0.025510204081632633, 0.025510204081632633, 0.025510204081632633, 0.025510204081632633, 0.025510204081632633, 0.025510204081632633, 0.025510204081632633, 0.025510204081632633, 0.025510204081632633, 0.025510204081632633, 0.025510204081632633, 0.025510204081632633, 0.025510204081632633, 0.025510204081632633, 0.061224489795918345, 0.04336734693877548, 0.0294784580498866, 0.025510204081632633, 0.025510204081632633, 0.025510204081632633, 0.04336734693877548, 0.025510204081632633, 0.025510204081632633, 0.025510204081632633, 0.025510204081632633, 0.025510204081632633]"
