level_0,index,Unnamed: 0,Bug_report,appTitle,bug_report,comment,date,id,original_text,score,text,userName,Unnamed: 12,Unnamed: 13,topic_distribution
1262,267839,250247,1,Whatsapp,,"['get', 'problem', 'voice', 'record', 'not', 'work']",2019-02-19,9832,"i am getting problem , voice records are not working",3,i am getting problem voice record are not working,BAB LYON,,,"[0.034685479129923556, 0.026455026455026443, 0.04497354497354496, 0.02851263962375072, 0.030570252792475, 0.026455026455026443, 0.026455026455026443, 0.026455026455026443, 0.026455026455026443, 0.026455026455026443, 0.026455026455026443, 0.03468547912992356, 0.0408583186360964, 0.036743092298647834, 0.026455026455026443, 0.026455026455026443, 0.026455026455026443, 0.026455026455026443, 0.026455026455026443, 0.026455026455026443, 0.026455026455026443, 0.026455026455026443, 0.026455026455026443, 0.026455026455026443, 0.028512639623750727, 0.026455026455026443, 0.026455026455026443, 0.026455026455026443, 0.026455026455026443, 0.026455026455026443, 0.026455026455026443, 0.032627865961199286, 0.026455026455026443, 0.026455026455026443, 0.026455026455026443]"
1263,267840,250248,1,Whatsapp,,"['problem', 'need', 'install', 'day']",2019-02-19,9833,whatsapp has problem need to install every day.,1,whatsit has problem need to install every day,,,,"[0.04761904761904765, 0.028011204481792732, 0.028011204481792732, 0.028011204481792732, 0.028011204481792732, 0.028011204481792732, 0.028011204481792732, 0.028011204481792732, 0.028011204481792732, 0.028011204481792732, 0.028011204481792732, 0.028011204481792732, 0.028011204481792732, 0.028011204481792732, 0.028011204481792732, 0.028011204481792732, 0.028011204481792732, 0.028011204481792732, 0.028011204481792732, 0.028011204481792732, 0.028011204481792732, 0.028011204481792732, 0.028011204481792732, 0.028011204481792732, 0.028011204481792732, 0.028011204481792732, 0.028011204481792732, 0.028011204481792732, 0.028011204481792732, 0.028011204481792732, 0.028011204481792732, 0.028011204481792732, 0.028011204481792732, 0.028011204481792732, 0.028011204481792732]"
1264,267844,250252,1,Whatsapp,,"['be', 'bug', 'make', 'message', 'mark', 'read', 'have', 'reply', 'message', 'notification', 'bar', 'mark', 'read', 'button', 'doe', 'not', 'do', 'anything', 'face', 'onerous', 'run', 'stock', 'oxygen', 'do', 'not', 'know', 'bug', 'be', 'universal', 'system']",2019-02-20,9837,There is a bug while making messages 'Mark as read' after i have replied to them through the notification bar. The 'mark as read' button doesn't do anything. I am facing this on my OnePlus 6 running stock oxygen OS 9.0.4 . I don't know if this bug is universal or just on my system.,3,there is a bug while making message mark a read after i have replied to message through the notification bar the mark a read button doe not do anything i am facing this on my onerous running stock oxygen o i do not know if a bug is universal or just on my system,Ashutosh Jatkar,,,"[0.022314239705544046, 0.03519668737060041, 0.022314239705544046, 0.023924545663676095, 0.020703933747412, 0.020703933747412, 0.028755463538072228, 0.020703933747412, 0.027145157579940186, 0.020703933747412, 0.022314239705544046, 0.020703933747412, 0.03519668737060041, 0.020703933747412, 0.04002760524499654, 0.022314239705544046, 0.020703933747412, 0.05129974695192087, 0.033586381412468364, 0.033586381412468364, 0.036806993328732454, 0.020703933747412, 0.022314239705544046, 0.05452035886818495, 0.02231423970554405, 0.04968944099378881, 0.030365769496204262, 0.03519668737060041, 0.023924545663676095, 0.033586381412468364, 0.020703933747412, 0.02875546353807223, 0.020703933747412, 0.03680699332873245, 0.020703933747412]"
1265,267845,250253,1,Whatsapp,,"['do', 'not', 'want', 'see', 'notification', 'pop', 'screen', 'disable', 'setting', 'screen', 'still', 'come', 'second', 'could', 'please', 'help', 'regard']",2019-02-13,9838,I dont want to see notification pop up on the screen. I disabled from setting but it still comming in every second. could you please help me regarding this?,1,i do not want to see notification pop up on the screen i disabled from setting but the screen still coming in every second could you please help me regarding this,Anant Pawar,,,"[0.02232142857142856, 0.02232142857142856, 0.025793650793650785, 0.024057539682539673, 0.03621031746031745, 0.031001984126984114, 0.024057539682539673, 0.024057539682539677, 0.03621031746031745, 0.04489087301587301, 0.02232142857142856, 0.03794642857142856, 0.02232142857142856, 0.027529761904761897, 0.044890873015873, 0.024057539682539673, 0.02232142857142856, 0.03794642857142856, 0.024057539682539673, 0.025793650793650785, 0.025793650793650782, 0.02232142857142856, 0.02232142857142856, 0.03794642857142856, 0.024057539682539673, 0.03447420634920633, 0.02232142857142856, 0.02232142857142856, 0.02232142857142856, 0.029265873015873002, 0.024057539682539677, 0.03621031746031745, 0.03447420634920634, 0.03794642857142856, 0.024057539682539673]"
1266,267847,250255,1,Whatsapp,,"['update', 'be', 'bug', 'not', 'reply', 'message', 'notification', 'bar', 'sometimes', 'seem', 'reply', 'notification', 'bar', 'next', 'message', 'would', 'reply', 'option', 'open', 'application', 'reply', 'be', 'annoy', 'fix', 'reply', 'option']",2019-02-19,9840,"After an update , there is a bug. I can't reply message through notification bar, sometimes i can but it seems when i can reply through notification bar, in the next message there would be no reply option and i had to open an app to reply, this is annoying, Please fix it.",3,after an update there is a bug i can not reply message through notification bar sometimes i can but it seems when i can reply through notification bar in the next message there would be no reply option and i had to open an application to reply this is annoying please fix no reply option,Nag̶a̶ WAR cRγ,,,"[0.022642390289449112, 0.021008403361344536, 0.021008403361344536, 0.02917833800186741, 0.021008403361344536, 0.027544351073762834, 0.021008403361344536, 0.021008403361344536, 0.022642390289449112, 0.021008403361344536, 0.02264239028944911, 0.04551820728291318, 0.052054154995331475, 0.021008403361344536, 0.034080298786181136, 0.02264239028944911, 0.04388422035480859, 0.0504201680672269, 0.021008403361344536, 0.02427637721755369, 0.027544351073762834, 0.024276377217553685, 0.02427637721755369, 0.021008403361344536, 0.021008403361344536, 0.03244631185807657, 0.0896358543417367, 0.03081232492997199, 0.021008403361344536, 0.021008403361344536, 0.03571428571428571, 0.021008403361344536, 0.021008403361344536, 0.021008403361344536, 0.022642390289449112]"
1267,267848,250256,1,Whatsapp,,"['application', 'keep', 'give', 'pop', 'notification', 'message', 'come', 'middle', 'something', 'be', 'way', 'disable']",2019-02-19,9841,The App keeps giving me this pop up notification of every message that comes while I am in the middle of something. Is there a way to dissable this?,1,the application keep giving me this pop up notification of every message that come while i am in the middle of something is there a way to disable this,Andrew Alinani Sinkamba,,,"[0.024213075060532684, 0.024213075060532684, 0.024213075060532684, 0.024213075060532684, 0.024213075060532684, 0.024213075060532684, 0.024213075060532684, 0.024213075060532684, 0.03174603174603175, 0.024213075060532684, 0.024213075060532684, 0.024213075060532684, 0.03551251008878127, 0.02609631423190745, 0.0562281409739037, 0.024213075060532684, 0.024213075060532684, 0.04116222760290557, 0.04116222760290557, 0.024213075060532684, 0.039278988431530805, 0.024213075060532684, 0.024213075060532684, 0.024213075060532684, 0.04869518428840463, 0.031746031746031744, 0.024213075060532684, 0.02609631423190745, 0.024213075060532684, 0.027979553403282214, 0.026096314231907447, 0.03362927091740651, 0.02609631423190745, 0.024213075060532684, 0.024213075060532684]"
1268,267851,250259,1,Whatsapp,,"['new', 'update', 'everytime', 'play', 'voice', 'note', 'screen', 'go', 'black', 'not', 'get', 'light', 'back', 'voice', 'note', 'be', 'finish', 'volume', 'be', 'low', 'also']",2019-02-12,9844,with this new update everytime i play a voice note the screen goes black and u can't get the lights back on until the voice note is finished and the volume is very low also ...,2,with this new update everytime i play a voice note the screen go black and you can not get the light back on until the voice note is finished and the volume is very low also,hajah best,,,"[0.036247334754797446, 0.021321961620469083, 0.021321961620469083, 0.021321961620469083, 0.03624733475479745, 0.02298033641317224, 0.024638711205875383, 0.021321961620469083, 0.031272210376687995, 0.05780620705993842, 0.021321961620469083, 0.021321961620469083, 0.05117270788912581, 0.021321961620469083, 0.03790570954750059, 0.027955460791281694, 0.021321961620469083, 0.03624733475479745, 0.02298033641317224, 0.021321961620469083, 0.021321961620469083, 0.02298033641317224, 0.022980336413172237, 0.021321961620469083, 0.03458895996209429, 0.021321961620469083, 0.022980336413172237, 0.03127221037668799, 0.037905709547500596, 0.021321961620469083, 0.04785595830371952, 0.051172707889125806, 0.021321961620469083, 0.022980336413172237, 0.021321961620469083]"
1269,267858,250266,1,Whatsapp,,"['recent', 'update', 'not', 'send', 'message', 'people', 'advise', 'fix']",2019-02-19,9851,"after the recent update, can't send message to more than 5 people, please advise a fix",4,after the recent update can not send message to more than people please advise a fix,shajid PA,,,"[0.02597402597402598, 0.02597402597402598, 0.02597402597402598, 0.036075036075036086, 0.02597402597402598, 0.02597402597402598, 0.02597402597402598, 0.02597402597402598, 0.02597402597402598, 0.04415584415584417, 0.02597402597402598, 0.02597402597402598, 0.02597402597402598, 0.02597402597402598, 0.02597402597402598, 0.02597402597402598, 0.027994227994228, 0.02597402597402598, 0.02597402597402598, 0.02597402597402598, 0.03203463203463204, 0.04213564213564213, 0.027994227994228002, 0.02597402597402598, 0.04213564213564214, 0.02597402597402598, 0.02597402597402598, 0.02597402597402598, 0.02597402597402598, 0.027994227994228, 0.042135642135642144, 0.02597402597402598, 0.027994227994228, 0.02597402597402598, 0.02597402597402598]"
1270,267861,250269,1,Whatsapp,,"['do', 'not', 'know', 'not', 'download', 'medium', 'photo', 'video', 'load', 'status', 'always', 'show', 'download', 'fail', 'give', 'solution', 'face', 'issue']",2019-02-15,9855,i dont know why my whatsapp can't download any of the media like photo or video or load status it always shows download failed please give me any solution i am facing issues,3,i do not know why my whatsit can not download any of the medium like photo or video or load status my whatsit always show download failed please give me any solution i am facing issue,Satyam Wathrey,,,"[0.03621031746031746, 0.022321428571428565, 0.022321428571428565, 0.022321428571428565, 0.022321428571428565, 0.022321428571428565, 0.03794642857142857, 0.022321428571428565, 0.04836309523809523, 0.022321428571428565, 0.03794642857142857, 0.022321428571428565, 0.02405753968253968, 0.022321428571428565, 0.022321428571428565, 0.024057539682539677, 0.04141865079365079, 0.034474206349206345, 0.022321428571428565, 0.03621031746031746, 0.022321428571428565, 0.022321428571428565, 0.022321428571428565, 0.022321428571428565, 0.022321428571428565, 0.02405753968253968, 0.022321428571428565, 0.050099206349206345, 0.05183531746031747, 0.02405753968253968, 0.044890873015873016, 0.022321428571428565, 0.022321428571428565, 0.03621031746031746, 0.024057539682539677]"
1271,267864,250272,1,Whatsapp,,"['update', 'samsung_galaxy', 'voice', 'message', 'stop', 'play', 'switch', 'application', 'message', 'keep', 'play', 'screen', 'disappoint', 'wish', 'could', 'return', 'previous_version']",2019-02-20,9858,"After this update on my samsung galaxy s7, voice messages stop playing if I switch to another app. The message only keep playing on screen off. Disappointed, I wish I could return to the previous version",2,after this update on my samsung galaxy s voice message stop playing if i switch to another application the message only keep playing on screen off disappointed i wish i could return to the previous version,Mr Wolfman,,,"[0.023328523328523327, 0.02164502164502164, 0.028379028379028375, 0.023328523328523327, 0.03511303511303511, 0.040163540163540165, 0.02164502164502164, 0.023328523328523327, 0.02164502164502164, 0.046897546897546896, 0.02164502164502164, 0.023328523328523323, 0.050264550264550276, 0.02164502164502164, 0.03511303511303511, 0.02164502164502164, 0.031746031746031744, 0.02164502164502164, 0.02164502164502164, 0.02164502164502164, 0.02164502164502164, 0.036796536796536786, 0.03342953342953343, 0.040163540163540165, 0.0670995670995671, 0.023328523328523327, 0.02164502164502164, 0.023328523328523323, 0.023328523328523323, 0.023328523328523327, 0.040163540163540165, 0.023328523328523323, 0.02164502164502164, 0.023328523328523323, 0.02164502164502164]"
1272,267865,250273,1,Whatsapp,,"['disappointed', 'fact', 'forward', 'message', 'people', 'max', 'be', 'frustrate', 'be', 'something', 'use', 'lot', 'think', 'not', 'use', 'application', 'anymore']",2019-02-11,9860,i am very dissapointed at the fact that you can only forward messages to 5 people max now. it is very frustrating as this is something i use a lot and now im thinking of not using this app anymore,1,i am very disappointed at the fact that you can only forward message to people max now it is very frustrating a this is something i use a lot and now i thinking of not using this application anymore,Norma Hernandez,,,"[0.023041474654377885, 0.04813108038914492, 0.0373783922171019, 0.023041474654377885, 0.03020993343573989, 0.023041474654377885, 0.023041474654377885, 0.023041474654377885, 0.04813108038914492, 0.024833589349718386, 0.023041474654377885, 0.044546850998463915, 0.02662570404505889, 0.024833589349718386, 0.049923195084485436, 0.023041474654377885, 0.023041474654377885, 0.024833589349718382, 0.023041474654377885, 0.023041474654377885, 0.023041474654377885, 0.024833589349718386, 0.023041474654377885, 0.023041474654377885, 0.03917050691244241, 0.023041474654377885, 0.023041474654377885, 0.024833589349718382, 0.04096262160778291, 0.024833589349718386, 0.023041474654377885, 0.03917050691244241, 0.023041474654377885, 0.023041474654377885, 0.03200204813108039]"
1273,267867,250275,1,Whatsapp,,"['massive', 'battery_drain', 'recent', 'update', 'fix', 'soon_possible']",2019-02-10,9862,"MASSIVE battery drain after recent update, please fix asap.",3,massive battery drain after recent update please fix a soon a possible,A Google User,,,"[0.027011974380395442, 0.025062656641604016, 0.025062656641604016, 0.03091060985797829, 0.025062656641604016, 0.025062656641604016, 0.025062656641604016, 0.0406571985519354, 0.025062656641604016, 0.025062656641604016, 0.025062656641604016, 0.025062656641604016, 0.025062656641604016, 0.04260651629072683, 0.027011974380395442, 0.025062656641604016, 0.02896129211918687, 0.042606516290726815, 0.025062656641604016, 0.027011974380395442, 0.03480924533556114, 0.04065719855193541, 0.025062656641604016, 0.025062656641604016, 0.025062656641604016, 0.025062656641604016, 0.025062656641604016, 0.025062656641604016, 0.03675856307435257, 0.027011974380395445, 0.04260651629072683, 0.025062656641604016, 0.025062656641604016, 0.025062656641604016, 0.025062656641604016]"
1274,267868,250276,1,Whatsapp,,"['hang', 'device', 'last', 'month', 'time', 'delete', 'account', 'make', 's', 'go']",2019-02-17,9863,its hanging on my device since last two months ... every time i deleted my account and again make. whats going on with this,1,its hanging on my device since last two month every time i deleted my account and again make whats going on with this,husnain jutt,,,"[0.04187192118226599, 0.03229337712096331, 0.02463054187192117, 0.02463054187192117, 0.02463054187192117, 0.026546250684181705, 0.032293377120963314, 0.028461959496442243, 0.02846195949644224, 0.02463054187192117, 0.02463054187192117, 0.032293377120963314, 0.02463054187192117, 0.02463054187192117, 0.039956212370005455, 0.02463054187192117, 0.02463054187192117, 0.02463054187192117, 0.032293377120963314, 0.02463054187192117, 0.02463054187192117, 0.034209085933223846, 0.02463054187192117, 0.02463054187192117, 0.03995621237000545, 0.04187192118226599, 0.02463054187192117, 0.02463054187192117, 0.03804050355774492, 0.02463054187192117, 0.02463054187192117, 0.02463054187192117, 0.03229337712096331, 0.026546250684181705, 0.02463054187192117]"
1275,267869,250277,1,Whatsapp,,"['state', 'view', 'lose', 'bad']",2019-02-18,9864,States. view loding. very bad.. 😡😡,1,state view losing very bad,Nabees Kandanthara,,,"[0.026455026455026447, 0.026455026455026447, 0.028512639623750724, 0.026455026455026447, 0.028512639623750724, 0.026455026455026447, 0.026455026455026447, 0.026455026455026447, 0.026455026455026447, 0.026455026455026447, 0.026455026455026447, 0.02851263962375073, 0.028512639623750724, 0.026455026455026447, 0.03468547912992357, 0.026455026455026447, 0.026455026455026447, 0.026455026455026447, 0.032627865961199286, 0.026455026455026447, 0.026455026455026447, 0.026455026455026447, 0.026455026455026447, 0.03674309229864784, 0.02851263962375073, 0.026455026455026447, 0.03468547912992357, 0.026455026455026447, 0.026455026455026447, 0.026455026455026447, 0.02851263962375073, 0.026455026455026447, 0.026455026455026447, 0.026455026455026447, 0.05526161081716636]"
1276,267872,250280,1,Whatsapp,,"['take', 'lot', 'time', 'send', 'medium', 'file', 'even', 'speed', 'be', 'bps']",2019-02-15,9867,taking a lot of time to send media files even the speed is 200kb/ps,2,taking a lot of time to send medium file even the speed is bps,JATINDER CHEEMA,,,"[0.026546250684181708, 0.028461959496442243, 0.024630541871921173, 0.024630541871921173, 0.024630541871921173, 0.024630541871921173, 0.024630541871921173, 0.026546250684181708, 0.026546250684181708, 0.024630541871921173, 0.028461959496442247, 0.024630541871921173, 0.026546250684181705, 0.024630541871921173, 0.04378762999452654, 0.024630541871921173, 0.041871921182266, 0.024630541871921173, 0.03037766830870278, 0.024630541871921173, 0.03995621237000545, 0.024630541871921173, 0.024630541871921173, 0.026546250684181708, 0.024630541871921173, 0.03804050355774492, 0.024630541871921173, 0.03229337712096332, 0.041871921182266, 0.024630541871921173, 0.024630541871921173, 0.030377668308702775, 0.024630541871921173, 0.024630541871921173, 0.04378762999452654]"
1277,267879,250287,1,Whatsapp,,"['not', 'change', 'go', 'change', 'be', 'show', 'could', 'not', 'load', 'photo', 'try', 'later']",2019-02-20,9875,I can't change my dp when I'm going to change it it's showing couldn't load this photo try again later,5,i can not change my dp when i am going to change my dp it is showing could not load this photo try again later,,,,"[0.023809523809523815, 0.023809523809523815, 0.023809523809523815, 0.023809523809523815, 0.040476190476190485, 0.023809523809523815, 0.025661375661375666, 0.033068783068783074, 0.07010582010582013, 0.023809523809523815, 0.0552910052910053, 0.023809523809523815, 0.023809523809523815, 0.025661375661375663, 0.023809523809523815, 0.023809523809523815, 0.025661375661375666, 0.023809523809523815, 0.023809523809523815, 0.027513227513227517, 0.023809523809523815, 0.023809523809523815, 0.027513227513227517, 0.033068783068783074, 0.023809523809523815, 0.023809523809523815, 0.023809523809523815, 0.040476190476190485, 0.040476190476190485, 0.023809523809523815, 0.023809523809523815, 0.023809523809523815, 0.023809523809523815, 0.023809523809523815, 0.03121693121693122]"
1278,267886,250294,1,Whatsapp,,"['contact', 'pic', 'really']",2019-02-08,9890,contacts with no pics? really?,1,contact with no pic really,Jesse Detrick,,,"[0.027472527472527482, 0.027472527472527482, 0.04242979242979245, 0.027472527472527482, 0.027472527472527482, 0.029609279609279626, 0.027472527472527482, 0.027472527472527482, 0.027472527472527482, 0.027472527472527482, 0.027472527472527482, 0.027472527472527482, 0.027472527472527482, 0.027472527472527482, 0.027472527472527482, 0.027472527472527482, 0.027472527472527482, 0.027472527472527482, 0.027472527472527482, 0.027472527472527482, 0.027472527472527482, 0.027472527472527482, 0.029609279609279626, 0.027472527472527482, 0.027472527472527482, 0.027472527472527482, 0.027472527472527482, 0.027472527472527482, 0.027472527472527482, 0.027472527472527482, 0.027472527472527482, 0.036019536019536044, 0.027472527472527482, 0.03815628815628817, 0.027472527472527482]"
1279,267894,250302,1,Whatsapp,,"['hate', 'new', 'update']",2019-02-12,9900,I hate the new update..,1,i hate the new update,,,,"[0.02747252747252748, 0.02747252747252748, 0.02747252747252748, 0.02747252747252748, 0.02747252747252748, 0.02747252747252748, 0.02747252747252748, 0.02747252747252748, 0.02747252747252748, 0.02747252747252748, 0.02747252747252748, 0.02747252747252748, 0.02747252747252748, 0.02747252747252748, 0.04242979242979245, 0.02747252747252748, 0.02747252747252748, 0.02747252747252748, 0.02747252747252748, 0.02747252747252748, 0.02747252747252748, 0.02747252747252748, 0.02747252747252748, 0.02747252747252748, 0.02747252747252748, 0.02747252747252748, 0.029609279609279622, 0.02747252747252748, 0.02747252747252748, 0.02747252747252748, 0.04670329670329673, 0.02747252747252748, 0.029609279609279622, 0.02747252747252748, 0.02747252747252748]"
1280,267899,250307,1,Whatsapp,,"['update', 'application', 'status', 'video', 'be', 'not', 'download', 'playing', 'properlyplease', 'fix', 'application']",2019-02-20,9913,"please update the app, in status video is not downloading and playing properly.please fix it.",2,please update the application in status video is not downloading and playing properlyplease fix the application,Pravin Patel,,,"[0.04116222760290557, 0.026096314231907447, 0.024213075060532684, 0.033629270917406515, 0.024213075060532684, 0.024213075060532684, 0.02609631423190745, 0.026096314231907447, 0.026096314231907447, 0.024213075060532684, 0.04116222760290557, 0.024213075060532684, 0.024213075060532684, 0.024213075060532684, 0.06187785848802799, 0.033629270917406515, 0.026096314231907447, 0.024213075060532684, 0.026096314231907447, 0.02986279257465698, 0.027979553403282214, 0.024213075060532684, 0.024213075060532684, 0.024213075060532684, 0.024213075060532684, 0.026096314231907447, 0.024213075060532684, 0.026096314231907447, 0.024213075060532684, 0.029862792574656977, 0.054344901802528926, 0.024213075060532684, 0.024213075060532684, 0.02609631423190745, 0.024213075060532684]"
1281,267900,250308,1,Whatsapp,,"['bad', 'send', 'confirmation', 'message', 'wait', 'last', 'day']",2019-02-20,9914,"too bad in sending confirmation msg , waiting FROM last 2 days 😑",1,too bad in sending confirmation message waiting from last day,virag adorable,,,"[0.04011544011544013, 0.025974025974025983, 0.025974025974025983, 0.025974025974025983, 0.025974025974025983, 0.025974025974025983, 0.03405483405483406, 0.025974025974025983, 0.025974025974025983, 0.027994227994228002, 0.025974025974025983, 0.025974025974025983, 0.027994227994228005, 0.025974025974025983, 0.03203463203463204, 0.025974025974025983, 0.027994227994228002, 0.025974025974025983, 0.03203463203463204, 0.025974025974025983, 0.025974025974025983, 0.025974025974025983, 0.025974025974025983, 0.025974025974025983, 0.025974025974025983, 0.025974025974025983, 0.03001443001443003, 0.025974025974025983, 0.025974025974025983, 0.025974025974025983, 0.027994227994228002, 0.04415584415584417, 0.052236652236652255, 0.025974025974025983, 0.025974025974025983]"
1282,267902,250310,1,Whatsapp,,"['bad', 'slow', 'version']",2019-02-13,9916,veri bad slwo this vertion,1,very bad slow this version,,,,"[0.029609279609279626, 0.027472527472527482, 0.040293040293040316, 0.027472527472527482, 0.027472527472527482, 0.027472527472527482, 0.029609279609279622, 0.027472527472527482, 0.027472527472527482, 0.031746031746031765, 0.027472527472527482, 0.027472527472527482, 0.027472527472527482, 0.027472527472527482, 0.03815628815628817, 0.027472527472527482, 0.027472527472527482, 0.027472527472527482, 0.0338827838827839, 0.027472527472527482, 0.027472527472527482, 0.027472527472527482, 0.027472527472527482, 0.027472527472527482, 0.027472527472527482, 0.027472527472527482, 0.027472527472527482, 0.027472527472527482, 0.027472527472527482, 0.027472527472527482, 0.027472527472527482, 0.027472527472527482, 0.027472527472527482, 0.027472527472527482, 0.027472527472527482]"
1283,267904,250312,1,Whatsapp,,"['not', 'delete', 'everyone', 'not', 'forward', 'many', 'chat', 'bad', 'new', 'version']",2019-02-19,9918,cannot delete for everyone and cannot forward to many chat. bad new version :(,1,can not delete for everyone and can not forward to many chat bad new version,umi solekha,,,"[0.025510204081632633, 0.025510204081632633, 0.035430839002267546, 0.025510204081632633, 0.025510204081632633, 0.027494331065759613, 0.027494331065759617, 0.025510204081632633, 0.041383219954648505, 0.03543083900226754, 0.027494331065759617, 0.025510204081632633, 0.025510204081632633, 0.025510204081632633, 0.03543083900226754, 0.025510204081632633, 0.025510204081632633, 0.025510204081632633, 0.03939909297052152, 0.025510204081632633, 0.025510204081632633, 0.04336734693877548, 0.025510204081632633, 0.025510204081632633, 0.025510204081632633, 0.025510204081632633, 0.0294784580498866, 0.025510204081632633, 0.025510204081632633, 0.025510204081632633, 0.025510204081632633, 0.025510204081632633, 0.027494331065759617, 0.025510204081632633, 0.04336734693877548]"
1284,267906,250314,1,Whatsapp,,"['application', 'be', 'excellent', 'send', 'receive', 'message', 'video', 'call', 'voice', 'call', 'not', 'clear']",2019-02-09,9920,this app is excellent in sending and reciving messages. But video call and voice call are not so clear. 🤔,4,this application is excellent in sending and receiving message but video call and voice call are not so clear,,,,"[0.02506265664160402, 0.02506265664160402, 0.02506265664160402, 0.02506265664160402, 0.02506265664160402, 0.02506265664160402, 0.02506265664160402, 0.02506265664160402, 0.030910609857978288, 0.02506265664160402, 0.0718462823725982, 0.027011974380395442, 0.042606516290726835, 0.02506265664160402, 0.040657198551935406, 0.03870788081314399, 0.02506265664160402, 0.02506265664160402, 0.027011974380395445, 0.02506265664160402, 0.02506265664160402, 0.027011974380395445, 0.03675856307435257, 0.02896129211918687, 0.02506265664160402, 0.02506265664160402, 0.02506265664160402, 0.02506265664160402, 0.02506265664160402, 0.02506265664160402, 0.02506265664160402, 0.02506265664160402, 0.02506265664160402, 0.02506265664160402, 0.027011974380395442]"
1285,267908,250316,1,Whatsapp,,"['need', 'update', 'send', 'message', 'personal', 'be', 'bad']",2019-02-16,9922,we need update about sending a message just for 5 personal it's very bad,1,we need update about sending a message just for personal it is very bad,,,,"[0.026954177897574122, 0.026954177897574122, 0.026954177897574122, 0.026954177897574122, 0.026954177897574122, 0.026954177897574122, 0.026954177897574122, 0.026954177897574122, 0.026954177897574122, 0.026954177897574122, 0.026954177897574122, 0.026954177897574122, 0.026954177897574122, 0.041629230308475595, 0.039532794249775384, 0.026954177897574122, 0.026954177897574122, 0.026954177897574122, 0.029050613956274327, 0.026954177897574122, 0.02905061395627433, 0.029050613956274327, 0.02905061395627433, 0.026954177897574122, 0.026954177897574122, 0.026954177897574122, 0.026954177897574122, 0.026954177897574122, 0.026954177897574122, 0.026954177897574122, 0.045822102425876005, 0.029050613956274327, 0.026954177897574122, 0.026954177897574122, 0.026954177897574122]"
1286,267909,250317,1,Whatsapp,,"['not', 'able', 'download', 'status', 'not', 'able', 'download', 'image', 'also', 'help']",2019-02-11,9923,i am not able to download status and not able to download images also can u help me,4,i am not able to download status and not able to download image also can you help me,Vatsal Shah,,,"[0.043367346938775475, 0.04535147392290246, 0.02947845804988659, 0.025510204081632626, 0.043367346938775475, 0.025510204081632626, 0.025510204081632626, 0.025510204081632626, 0.025510204081632626, 0.025510204081632626, 0.025510204081632626, 0.025510204081632626, 0.025510204081632626, 0.025510204081632626, 0.025510204081632626, 0.025510204081632626, 0.025510204081632626, 0.025510204081632626, 0.025510204081632626, 0.03741496598639452, 0.025510204081632626, 0.025510204081632626, 0.025510204081632626, 0.025510204081632626, 0.025510204081632626, 0.025510204081632626, 0.025510204081632626, 0.025510204081632626, 0.025510204081632626, 0.025510204081632626, 0.049319727891156406, 0.025510204081632626, 0.037414965986394516, 0.025510204081632626, 0.025510204081632626]"
1287,267911,250319,1,Whatsapp,,"['be', 'far', 'bad', 'version', 'take', 'long', 'post', 'status', 'update']",2019-02-10,9925,This is by far the worst version. It takes so long to post status updates.,1,this is by far the worst version it take so long to post status update,Atish Rajpaul,,,"[0.04378762999452653, 0.02463054187192117, 0.032293377120963314, 0.02463054187192117, 0.02463054187192117, 0.02463054187192117, 0.026546250684181705, 0.026546250684181705, 0.034209085933223846, 0.03037766830870277, 0.03804050355774492, 0.02463054187192117, 0.02463054187192117, 0.02463054187192117, 0.0533661740558292, 0.028461959496442243, 0.02463054187192117, 0.02463054187192117, 0.028461959496442243, 0.02463054187192117, 0.026546250684181705, 0.02463054187192117, 0.026546250684181705, 0.04187192118226599, 0.02463054187192117, 0.0265462506841817, 0.02463054187192117, 0.02463054187192117, 0.02463054187192117, 0.02463054187192117, 0.04378762999452653, 0.02463054187192117, 0.02463054187192117, 0.02463054187192117, 0.02463054187192117]"
1288,267912,250320,1,Whatsapp,,"['bad', 'application', 'have', 'ever', 'see', 'say', 'update', 'time']",2019-02-17,9926,worst app I have ever seen . It saying that to update it every time.,2,worst application i have ever seen it saying that to update it every time,hellen mwaura,,,"[0.028461959496442243, 0.0265462506841817, 0.02463054187192117, 0.02463054187192117, 0.02463054187192117, 0.02463054187192117, 0.02463054187192117, 0.02463054187192117, 0.03229337712096331, 0.02463054187192117, 0.02463054187192117, 0.02463054187192117, 0.02463054187192117, 0.02463054187192117, 0.05719759168035029, 0.02463054187192117, 0.02463054187192117, 0.02463054187192117, 0.030377668308702775, 0.02463054187192117, 0.02463054187192117, 0.02463054187192117, 0.02463054187192117, 0.04187192118226599, 0.028461959496442243, 0.039956212370005455, 0.02463054187192117, 0.02463054187192117, 0.02463054187192117, 0.02463054187192117, 0.039956212370005455, 0.02463054187192117, 0.04187192118226599, 0.04187192118226599, 0.02463054187192117]"
