index,Unnamed: 0,Bug_report,appTitle,bug_report,comment,date,id,original_text,score,text,userName,Unnamed: 12,Unnamed: 13,topic_distribution
2658,2658,1,Facebook,,"['resolve', 'issue', 'unread', 'notification', 'issue', 'irritate']",2019-02-20,606426,please resolve the issue with unread notifications the issue irritating.,3,please resolve the issue with unread notification the issue irritating,Abdul Ahad,,,"[0.026455026455026443, 0.026455026455026443, 0.028512639623750727, 0.026455026455026443, 0.026455026455026443, 0.026455026455026443, 0.026455026455026443, 0.02851263962375072, 0.026455026455026443, 0.026455026455026443, 0.02851263962375072, 0.026455026455026443, 0.028512639623750727, 0.026455026455026443, 0.026455026455026443, 0.026455026455026443, 0.02851263962375072, 0.04497354497354496, 0.026455026455026443, 0.026455026455026443, 0.026455026455026443, 0.02851263962375072, 0.051146384479717796, 0.026455026455026443, 0.034685479129923556, 0.026455026455026443, 0.030570252792475, 0.02851263962375072, 0.026455026455026443, 0.026455026455026443, 0.026455026455026443, 0.030570252792475, 0.026455026455026443, 0.026455026455026443, 0.026455026455026443]"
2670,2670,1,Facebook,,"['last', 'update', 'crash', 'application', 'fix']",2019-02-20,606473,last update crashes application. fix please!,5,last update crash application fix please,Tomasz Idziak,,,"[0.026455026455026447, 0.026455026455026447, 0.026455026455026447, 0.03880070546737213, 0.026455026455026447, 0.026455026455026447, 0.026455026455026447, 0.026455026455026447, 0.026455026455026447, 0.026455026455026447, 0.026455026455026447, 0.026455026455026447, 0.03880070546737213, 0.026455026455026447, 0.028512639623750724, 0.026455026455026447, 0.026455026455026447, 0.026455026455026447, 0.026455026455026447, 0.0408583186360964, 0.02851263962375073, 0.03468547912992356, 0.026455026455026447, 0.026455026455026447, 0.026455026455026447, 0.026455026455026447, 0.026455026455026447, 0.02851263962375073, 0.026455026455026447, 0.04291593180482069, 0.026455026455026447, 0.02851263962375073, 0.028512639623750724, 0.026455026455026447, 0.026455026455026447]"
2681,2681,1,Facebook,,"['not', 'log', 'in', 'want', 'send', 'actual', 'would', 'social', 'birth', 'certificate', 'worthless']",2019-02-19,606517,"cannot log in. want me to send an actual id, social, or birth certificate. worthless",1,can not log in want me to send an actual id social or birth certificate worthless,josh hampton,,,"[0.02701197438039544, 0.025062656641604016, 0.027011974380395442, 0.025062656641604016, 0.025062656641604016, 0.025062656641604016, 0.027011974380395442, 0.02701197438039544, 0.025062656641604016, 0.032859927596769714, 0.03285992759676971, 0.03675856307435256, 0.025062656641604016, 0.025062656641604016, 0.044555834029518245, 0.02701197438039544, 0.025062656641604016, 0.025062656641604016, 0.025062656641604016, 0.046505151768309674, 0.025062656641604016, 0.025062656641604016, 0.02701197438039544, 0.025062656641604016, 0.025062656641604016, 0.038707880813143976, 0.025062656641604016, 0.025062656641604016, 0.03480924533556114, 0.02701197438039544, 0.02701197438039544, 0.025062656641604016, 0.027011974380395442, 0.03870788081314398, 0.025062656641604016]"
2683,2683,1,Facebook,,"['be', 'application', 'be', 'thing', 'life', 'stick', 'matter', 'bad']",2019-02-19,606531,this is application is one of those things in your life which you are stuck with. no matter how worst they are,1,this is application is one of those thing in your life which you are stuck with no matter how worst they are,Usman hanif,,,"[0.025974025974025983, 0.03809523809523811, 0.025974025974025983, 0.025974025974025983, 0.025974025974025983, 0.027994227994228002, 0.025974025974025983, 0.025974025974025983, 0.025974025974025983, 0.025974025974025983, 0.025974025974025983, 0.025974025974025983, 0.03203463203463204, 0.04415584415584418, 0.025974025974025983, 0.025974025974025983, 0.025974025974025983, 0.04213564213564215, 0.04415584415584418, 0.04011544011544012, 0.025974025974025983, 0.025974025974025983, 0.025974025974025983, 0.025974025974025983, 0.025974025974025983, 0.025974025974025983, 0.025974025974025983, 0.025974025974025983, 0.027994227994228002, 0.025974025974025983, 0.025974025974025983, 0.025974025974025983, 0.025974025974025983, 0.027994227994228005, 0.025974025974025983]"
2691,2691,1,Facebook,,"['not', 'find', 'follower']",2019-02-19,606555,i cannot find my followers,1,i can not find my follower,,,,"[0.029609279609279622, 0.029609279609279626, 0.027472527472527482, 0.027472527472527482, 0.027472527472527482, 0.027472527472527482, 0.027472527472527482, 0.027472527472527482, 0.027472527472527482, 0.027472527472527482, 0.04242979242979245, 0.027472527472527482, 0.027472527472527482, 0.027472527472527482, 0.027472527472527482, 0.027472527472527482, 0.027472527472527482, 0.027472527472527482, 0.027472527472527482, 0.027472527472527482, 0.027472527472527482, 0.031746031746031765, 0.027472527472527482, 0.027472527472527482, 0.027472527472527482, 0.027472527472527482, 0.027472527472527482, 0.027472527472527482, 0.04242979242979245, 0.027472527472527482, 0.027472527472527482, 0.027472527472527482, 0.027472527472527482, 0.027472527472527482, 0.027472527472527482]"
2692,2692,1,Facebook,,"['irritate', 'show', 'notification', 'be', 'nothing', 'notification', 'be', 'happen', 'minute']",2019-02-19,606556,irritating. it shows like it has notification. but there is nothing in it has notification. and it is happening every minute,1,irritating it show like it has notification but there is nothing in it has notification and it is happening every minute,dhanush vijay,,,"[0.026455026455026443, 0.026455026455026443, 0.026455026455026443, 0.026455026455026443, 0.026455026455026443, 0.026455026455026443, 0.026455026455026443, 0.026455026455026443, 0.026455026455026443, 0.026455026455026443, 0.04291593180482068, 0.026455026455026443, 0.026455026455026443, 0.028512639623750727, 0.026455026455026443, 0.026455026455026443, 0.026455026455026443, 0.04291593180482068, 0.026455026455026443, 0.026455026455026443, 0.026455026455026443, 0.032627865961199286, 0.026455026455026443, 0.026455026455026443, 0.028512639623750727, 0.026455026455026443, 0.04497354497354496, 0.026455026455026443, 0.026455026455026443, 0.02851263962375072, 0.026455026455026443, 0.026455026455026443, 0.03674309229864784, 0.026455026455026443, 0.026455026455026443]"
2693,2693,1,Facebook,,"['application', 'keep', 'update', 'even_though', 'have', 'auto', 'update', 'turn', 'do', 'not', 'use', 'application', 'would', 'want', 'update', 'application', 'fix', 'take', 'way', 'much', 'space', 'phone', 'tired', 'go', 'uninstale', 'update', 'not', 'delete', 'application', 'come', 'phone']",2019-02-19,606558,application keeps updating even though i have auto update turned off. i do not use application so why would i want to update application? can this be fixed because this takes up way to much space on my phone. i am tired of going through and uninstalling the updates because i cannot delete application. it came on the phone.,2,application keep updating even though i have auto update turned off i do not use application so why would i want to update application can this be fixed because this take up way to much space on my phone i am tired of going through and uninstaling the update because i can not delete application it came on the phone,Becky Littleton,,,"[0.02040816326530613, 0.02040816326530613, 0.03469387755102043, 0.026757369614512482, 0.02199546485260772, 0.021995464852607716, 0.033106575963718826, 0.02040816326530613, 0.05691609977324267, 0.03469387755102043, 0.02199546485260772, 0.029931972789115663, 0.026757369614512482, 0.02358276643990931, 0.021995464852607716, 0.028344671201814078, 0.02358276643990931, 0.023582766439909305, 0.02040816326530613, 0.08072562358276648, 0.03469387755102043, 0.03310657596371884, 0.02040816326530613, 0.02040816326530613, 0.02040816326530613, 0.03469387755102042, 0.03310657596371884, 0.02040816326530613, 0.02040816326530613, 0.06326530612244902, 0.021995464852607716, 0.02040816326530613, 0.021995464852607716, 0.02199546485260772, 0.02040816326530613]"
2694,2694,1,Facebook,,"['unable', 'search', 'pls', 'application', 'close', 'automatically']",2019-02-20,606563,unable to search ppls. application closes automatically,1,unable to search pls application close automatically,Akash Bobade,,,"[0.04138321995464849, 0.05924036281179134, 0.025510204081632626, 0.025510204081632626, 0.025510204081632626, 0.025510204081632626, 0.025510204081632626, 0.025510204081632626, 0.025510204081632626, 0.025510204081632626, 0.025510204081632626, 0.025510204081632626, 0.027494331065759613, 0.025510204081632626, 0.025510204081632626, 0.025510204081632626, 0.025510204081632626, 0.025510204081632626, 0.025510204081632626, 0.039399092970521514, 0.025510204081632626, 0.025510204081632626, 0.025510204081632626, 0.025510204081632626, 0.03344671201814056, 0.029478458049886594, 0.041383219954648484, 0.025510204081632626, 0.025510204081632626, 0.025510204081632626, 0.02749433106575961, 0.025510204081632626, 0.025510204081632626, 0.025510204081632626, 0.03741496598639452]"
2695,2695,1,Facebook,,"['have', 'problem', 'clearing', 'notification']",2019-02-20,606564,having problems clearing my notificatiins,1,having problem clearing my notification,Carol Williams,,,"[0.027472527472527482, 0.027472527472527482, 0.027472527472527482, 0.027472527472527482, 0.027472527472527482, 0.027472527472527482, 0.027472527472527482, 0.04456654456654459, 0.027472527472527482, 0.029609279609279626, 0.027472527472527482, 0.027472527472527482, 0.031746031746031765, 0.027472527472527482, 0.027472527472527482, 0.027472527472527482, 0.027472527472527482, 0.027472527472527482, 0.0338827838827839, 0.027472527472527482, 0.031746031746031765, 0.027472527472527482, 0.027472527472527482, 0.027472527472527482, 0.027472527472527482, 0.03174603174603176, 0.027472527472527482, 0.027472527472527482, 0.027472527472527482, 0.027472527472527482, 0.027472527472527482, 0.027472527472527482, 0.027472527472527482, 0.027472527472527482, 0.027472527472527482]"
2696,2696,1,Facebook,,"['site', 'completely', 'sucksfacebok', 'be', 'trash', 'thank', 'ruin', 'generation']",2019-02-20,606568,"this site completely sucks.facebook is trash, thanks for ruining a generation!",1,this site completely sucksfacebok is trash thanks for ruining a generation,Wes Hertz,,,"[0.025062656641604012, 0.025062656641604012, 0.04260651629072682, 0.02701197438039544, 0.027011974380395435, 0.025062656641604012, 0.027011974380395435, 0.04260651629072682, 0.025062656641604012, 0.025062656641604012, 0.025062656641604012, 0.025062656641604012, 0.03675856307435256, 0.025062656641604012, 0.025062656641604012, 0.025062656641604012, 0.025062656641604012, 0.038707880813143976, 0.025062656641604012, 0.025062656641604012, 0.025062656641604012, 0.03480924533556114, 0.025062656641604012, 0.025062656641604012, 0.025062656641604012, 0.025062656641604012, 0.025062656641604012, 0.025062656641604012, 0.06015037593984965, 0.025062656641604012, 0.02896129211918686, 0.025062656641604012, 0.025062656641604012, 0.030910609857978284, 0.027011974380395435]"
2697,2697,1,Facebook,,"['hate', 'time', 'try', 'click', 'application', 'turn', 'white', 'black', 'doe', 'not', 'work', 'report', 'many', 'time', 'many', 'time', 'have', 'not', 'fix', 'many', 'time', 'boo']",2019-02-20,606571,i hate it every time i try to click on this application it turns all white or all black does not work ! i reported so many times and so many times have not fixed so many times booooo!,1,i hate it every time i try to click on this application it turn all white or all black doe not work i reported so many time and so many time have not fixed so many time boo,Meli blanco,,,"[0.02298033641317224, 0.021321961620469083, 0.03293058516939113, 0.021321961620469083, 0.02298033641317224, 0.021321961620469083, 0.021321961620469083, 0.02298033641317224, 0.08268182895048568, 0.021321961620469083, 0.03624733475479745, 0.039564084340203746, 0.021321961620469083, 0.039564084340203746, 0.027955460791281687, 0.022980336413172237, 0.021321961620469083, 0.02298033641317224, 0.02629708599857854, 0.034588959962094296, 0.04951433309642265, 0.021321961620469083, 0.02298033641317224, 0.021321961620469083, 0.021321961620469083, 0.032930585169391145, 0.021321961620469083, 0.02298033641317224, 0.034588959962094296, 0.021321961620469083, 0.021321961620469083, 0.021321961620469083, 0.021321961620469083, 0.032930585169391145, 0.04951433309642266]"
2699,2699,1,Facebook,,"['notification', 'mess', 'still', 'notifie', 'friend', 'have', 'unfold', 'unfriendly', 'everytime', 'try', 'report', 'fake', 'news', 'say', 'have', 'weak', 'connection', 'not', 'let', 'report']",2019-02-20,606576,notifications are a mess. it still notifies me on friends that i have unfollowed and unfriended. everytime i try to report fake news it says i have a weak connection and will not let me report it.,1,notification are a mess it still notifies me on friend that i have unfolded and unfriendly everytime i try to report fake news it say i have a weak connection and will not let me report it,Paola,,,"[0.021978021978021976, 0.03565323565323565, 0.021978021978021976, 0.03223443223443224, 0.021978021978021976, 0.03223443223443224, 0.021978021978021976, 0.03565323565323565, 0.025396825396825393, 0.030525030525030528, 0.05103785103785105, 0.021978021978021976, 0.025396825396825397, 0.027106227106227107, 0.021978021978021976, 0.05445665445665447, 0.023687423687423683, 0.021978021978021976, 0.027106227106227107, 0.021978021978021976, 0.03223443223443224, 0.021978021978021976, 0.021978021978021976, 0.021978021978021976, 0.021978021978021976, 0.033943833943833934, 0.03907203907203907, 0.025396825396825397, 0.05445665445665447, 0.021978021978021976, 0.025396825396825397, 0.021978021978021976, 0.021978021978021976, 0.021978021978021976, 0.03736263736263736]"
2702,2702,1,Facebook,,"['marketplace', 'crash', 'currently', 'crash', 'everytime', 'search', 'something', 'marketplace']",2019-02-20,606584,marketplace crashes it currently crashes everytime i search something on marketplace.,3,marketplace crash it currently crash everytime i search something on marketplace,Unavai Lable,,,"[0.03995621237000551, 0.04187192118226604, 0.0246305418719212, 0.059113300492610904, 0.02654625068418174, 0.0342090859332239, 0.0246305418719212, 0.0246305418719212, 0.0246305418719212, 0.026546250684181743, 0.0246305418719212, 0.0246305418719212, 0.0495347564313082, 0.032293377120963355, 0.0246305418719212, 0.028461959496442278, 0.026546250684181743, 0.0246305418719212, 0.0246305418719212, 0.0246305418719212, 0.03804050355774496, 0.0246305418719212, 0.0246305418719212, 0.0246305418719212, 0.0246305418719212, 0.02654625068418174, 0.0246305418719212, 0.0246305418719212, 0.0246305418719212, 0.0246305418719212, 0.026546250684181743, 0.02654625068418174, 0.0246305418719212, 0.0246305418719212, 0.0246305418719212]"
2703,2703,1,Facebook,,"['solid', 'application', 'annoy', 'bug', 'involve', 'notification', 'badge']",2019-02-20,606586,"solid application, but annoying bugs involving notification badges.",3,solid application but annoying bug involving notification badge,Mitch Winn,,,"[0.025510204081632633, 0.025510204081632633, 0.025510204081632633, 0.025510204081632633, 0.025510204081632633, 0.039399092970521514, 0.025510204081632633, 0.025510204081632633, 0.025510204081632633, 0.025510204081632633, 0.025510204081632633, 0.03741496598639453, 0.027494331065759613, 0.025510204081632633, 0.025510204081632633, 0.043367346938775475, 0.027494331065759617, 0.025510204081632633, 0.027494331065759617, 0.03939909297052152, 0.025510204081632633, 0.025510204081632633, 0.025510204081632633, 0.025510204081632633, 0.025510204081632633, 0.027494331065759613, 0.045351473922902466, 0.025510204081632633, 0.027494331065759613, 0.039399092970521514, 0.027494331065759613, 0.025510204081632633, 0.025510204081632633, 0.0294784580498866, 0.025510204081632633]"
2709,2709,1,Facebook,,"['wrong', 'be', 'would', 'be', 'still', 'show', 'line', 'mint', 'online', 'nt', 'use', 'online', 'still', 'line', 'show', 'ther', 'feel', 'may', 'would', 'be', 'hack', 'scene', 'know', 'pass', 'give', 'full', 'security', 'problem', 'be', 'still', 'bother', 'please_fix', 'problem', 'soon_possible']",2019-02-19,606628,what wrng is this.! why my id is still show nline after  mints f offline. if i am nt using why f offline still nline shws t ther. i felt may be my id is hacked are smene knws the passwrd but after giving full security the problem is still bothering me. can uh please fix the problem as soon as possible.?.!,1,what wrong is this why my id is still show line after mint f online if i am nt using why f online still line show t ther i felt may be my id is hacked are scene know the passed but after giving full security the problem is still bothering me can uh please fix the problem a soon a possible,Jeea Beea,,,"[0.02012072434607646, 0.02012072434607646, 0.023250614799910575, 0.052984574111334684, 0.02012072434607646, 0.045159847976749386, 0.02325061479991057, 0.037335121842164094, 0.02168566957299351, 0.02012072434607646, 0.02012072434607646, 0.03420523138832998, 0.04672479320366645, 0.052984574111334684, 0.02794545048066175, 0.021685669572993515, 0.02012072434607646, 0.02168566957299351, 0.02012072434607646, 0.03264028616141292, 0.023250614799910575, 0.021685669572993515, 0.03264028616141292, 0.037335121842164094, 0.02012072434607646, 0.02168566957299351, 0.02168566957299351, 0.02168566957299351, 0.02012072434607646, 0.02012072434607646, 0.02012072434607646, 0.02794545048066175, 0.0295103957075788, 0.02012072434607646, 0.07958864296892465]"
2717,2717,1,Facebook,,"['not', 'happy', 'way', 'do', 'account', 'password', 'reset', 'send', 'email', 'english', 'get', 'back', 'arabic', 'not', 'read', 'have', 'send', 'would', 'time', 'not', 'able', 'rest', 'pas', 'word', 'say', 'many', 'try', 'be', 'read', 'mail', 'reset', 'number', 'arabic', 'help', 'please', 'english', 'english']",2019-02-20,606647,not happy about the way you do an account password reset. when i send you an email in english and get one back in arabic that i can not read .i have sent my id in  times .i am not able to rest pass word said to many tries. no one is reading my emails.  reset numbers all the same and in arabic. please help please in english. english.,1,not happy about the way you do an account password reset when i send you an email in english and get one back in arabic that i can not read i have sent my id in time i am not able to rest pas word said to many try no one is reading my mail reset number all the same and in arabic please help please in english english,Mary Ann,,,"[0.030492898913951547, 0.04218880534670009, 0.06119465329991646, 0.020258980785296574, 0.018796992481203006, 0.020258980785296574, 0.03195488721804512, 0.026106934001670846, 0.026106934001670842, 0.018796992481203006, 0.04365079365079366, 0.04803675856307436, 0.02464494569757727, 0.02025898078529657, 0.027568922305764413, 0.018796992481203006, 0.031954887218045104, 0.018796992481203006, 0.023182957393483708, 0.02025898078529657, 0.04072681704260652, 0.02172096908939014, 0.03195488721804512, 0.02025898078529657, 0.018796992481203006, 0.026106934001670842, 0.018796992481203006, 0.0597326649958229, 0.0597326649958229, 0.020258980785296574, 0.020258980785296574, 0.020258980785296574, 0.02903091060985797, 0.018796992481203006, 0.020258980785296574]"
2718,2718,1,Facebook,,"['video', 'lose', 'profile', 'video', 'be', 'blank', 'bring_back', 'video']",2019-02-20,606654,my video lost and my profile video is blank again .bring back my video.,1,my video lost and my profile video is blank again bring back my video,O TiS,,,"[0.024630541871921166, 0.043787629994526525, 0.039956212370005455, 0.024630541871921166, 0.024630541871921166, 0.024630541871921166, 0.024630541871921166, 0.024630541871921166, 0.024630541871921166, 0.024630541871921166, 0.024630541871921166, 0.024630541871921166, 0.05528188286808974, 0.024630541871921166, 0.07635467980295563, 0.03420908593322385, 0.0265462506841817, 0.0265462506841817, 0.024630541871921166, 0.024630541871921166, 0.024630541871921166, 0.024630541871921166, 0.024630541871921166, 0.03037766830870277, 0.024630541871921166, 0.024630541871921166, 0.024630541871921166, 0.024630541871921166, 0.024630541871921166, 0.024630541871921166, 0.026546250684181705, 0.024630541871921166, 0.024630541871921166, 0.024630541871921166, 0.024630541871921166]"
2719,2719,1,Facebook,,"['happen', 'lazy', 'open', 'face', 'much', 'nonsense']",2019-02-20,606657,"what happened to you all, i am lazy to open facebook now. too much nonsense.",1,what happened to you all i am lazy to open face-on now too much nonsense,zainudin ahmad,,,"[0.031462585034013585, 0.025510204081632633, 0.025510204081632633, 0.025510204081632633, 0.025510204081632633, 0.039399092970521514, 0.025510204081632633, 0.025510204081632633, 0.025510204081632633, 0.025510204081632633, 0.025510204081632633, 0.04336734693877548, 0.025510204081632633, 0.0294784580498866, 0.025510204081632633, 0.027494331065759617, 0.0413832199546485, 0.025510204081632633, 0.025510204081632633, 0.025510204081632633, 0.025510204081632633, 0.03741496598639453, 0.027494331065759617, 0.025510204081632633, 0.027494331065759613, 0.025510204081632633, 0.041383219954648505, 0.025510204081632633, 0.025510204081632633, 0.025510204081632633, 0.025510204081632633, 0.025510204081632633, 0.039399092970521514, 0.027494331065759613, 0.025510204081632633]"
2721,2721,1,Facebook,,"['part', 'application', 'work', 'well', 'be', 'serious', 'delay', 'notification', 'show', 'really', 'need', 'fix', 'phone', 'be', 'kind', 'basic', 'boyfriend', 'also', 'experience', 'boyfriend', 'be', 'advanced', 'model', 'mine', 'phone', 'be', 'not', 'issue', 'pretty', 'unhappy', 'honestly', 'get', 'notification', 'real', 'time', 'computer', 'application', 'capable', 'fix', 'application', 'not', 'wait', 'hour', 'notification', 'show']",2019-02-20,606656,"for the most part this application works well, but there is a serious delay on notifications showing up and that really needs to be fixed! yes my phone is kind of basic, but my boyfriend also experiences this and my boyfriend is a more advanced model than mine so the phone is not the issue here. pretty unhappy honestly. you get notifications in real time while on the computer, this application should be capable of the same. fix this application please! i should not be waiting an hour+ for notifications to show up.",3,for the most part this application work well but there is a serious delay on notification showing up and that really need to be fixed yes my phone is kind of basic but my boyfriend also experience this and my boyfriend is a more advanced model than mine so the phone is not the issue here pretty unhappy honestly you get notification in real time while on the computer this application should be capable of the same fix this application please i should not be waiting an hour for notification to show up,Britterzbee,,,"[0.04164089878375595, 0.021438878581735734, 0.030096887239744387, 0.03442589156874873, 0.051741908884766055, 0.03442589156874873, 0.0502989074417646, 0.01999587713873429, 0.04741290455576171, 0.018552875695732843, 0.01999587713873429, 0.030096887239744397, 0.019995877138734287, 0.04885590599876317, 0.018552875695732843, 0.021438878581735734, 0.024324881467738618, 0.018552875695732843, 0.01999587713873429, 0.05607091321377038, 0.022881880024737174, 0.025767882910740066, 0.024324881467738618, 0.04741290455576172, 0.019995877138734287, 0.031539888682745834, 0.019995877138734287, 0.024324881467738618, 0.028653885796742943, 0.018552875695732843, 0.022881880024737174, 0.018552875695732843, 0.028653885796742946, 0.018552875695732843, 0.01999587713873429]"
2723,2723,1,Facebook,,"['instal', 'try', 'log', 'application', 'close', 'kick']",2019-02-20,606662,i just reinstalled it and as i try logging in the application closes and kicks me to my home screen.,3,i just installed it and a i try logging in the application close and kick me to my home screen,,,,"[0.025510204081632626, 0.043367346938775475, 0.03146258503401358, 0.025510204081632626, 0.025510204081632626, 0.025510204081632626, 0.025510204081632626, 0.027494331065759613, 0.029478458049886594, 0.025510204081632626, 0.025510204081632626, 0.025510204081632626, 0.025510204081632626, 0.025510204081632626, 0.03741496598639453, 0.025510204081632626, 0.025510204081632626, 0.025510204081632626, 0.025510204081632626, 0.039399092970521514, 0.03939909297052151, 0.027494331065759613, 0.025510204081632626, 0.025510204081632626, 0.027494331065759613, 0.03543083900226753, 0.025510204081632626, 0.025510204081632626, 0.029478458049886594, 0.025510204081632626, 0.02749433106575961, 0.025510204081632626, 0.027494331065759613, 0.02749433106575961, 0.03939909297052151]"
2728,2728,1,Facebook,,"['even_though', 'turn', 'set', 'get', 'notification', 'friend', 'be', 'post', 'still', 'occasionally', 'get', 'notification', 'friend', 'be', 'post', 'be', 'really', 'annoying', 'also', 'play', 'ad', 'minutelong', 'clip', 'be', 'annoy', 'well']",2019-02-19,606685,"even though i turned off the setting for getting notifications about a friend is post, i still occasionally get notifications about a friend is post. it is really annoying. also, playing ads during minute-long clips is annoying as well.",2,even though i turned off the setting for getting notification about a friend is post i still occasionally get notification about a friend is post it is really annoying also playing ad during minutelong clip is annoying a well,A Google User,,,"[0.036247334754797446, 0.04951433309642268, 0.032930585169391145, 0.024638711205875394, 0.02132196162046909, 0.026297085998578544, 0.02298033641317224, 0.02298033641317224, 0.04619758351101637, 0.02132196162046909, 0.026297085998578544, 0.06443970623075104, 0.02132196162046909, 0.02298033641317224, 0.02132196162046909, 0.04122245913290691, 0.02132196162046909, 0.02132196162046909, 0.031272210376688, 0.02132196162046909, 0.02132196162046909, 0.02132196162046909, 0.02298033641317224, 0.03624733475479746, 0.02132196162046909, 0.03293058516939115, 0.051172707889125826, 0.02298033641317224, 0.02132196162046909, 0.02132196162046909, 0.02132196162046909, 0.02132196162046909, 0.026297085998578544, 0.02298033641317224, 0.03790570954750061]"
2733,2733,1,Facebook,,"['get', 'log', 'not', 'log', 'back', 'face', 'suck']",2019-02-19,606694,got logged out and cannot log back in facebook sucks,1,got logged out and can not log back in face-on suck,reel legend#45,,,"[0.025510204081632678, 0.05924036281179146, 0.025510204081632678, 0.025510204081632678, 0.025510204081632678, 0.025510204081632678, 0.025510204081632678, 0.027494331065759665, 0.025510204081632678, 0.025510204081632678, 0.027494331065759665, 0.041383219954648574, 0.025510204081632678, 0.025510204081632678, 0.055272108843537476, 0.027494331065759662, 0.025510204081632678, 0.027494331065759665, 0.025510204081632678, 0.025510204081632678, 0.025510204081632678, 0.027494331065759662, 0.025510204081632678, 0.025510204081632678, 0.025510204081632678, 0.025510204081632678, 0.025510204081632678, 0.03939909297052158, 0.025510204081632678, 0.025510204081632678, 0.025510204081632678, 0.027494331065759665, 0.025510204081632678, 0.027494331065759662, 0.025510204081632678]"
2734,2734,1,Facebook,,"['keep', 'auto', 'refreshing', 'option', 'link', 'open', 'externally', 'set', 'go', 'auto', 'video', 'play', 'much', 'uneasy', 'info']",2019-02-19,606701,"keeps on auto refreshing, no option for links to open externally, some settings are gone like auto video play off. just so much unnessary info",2,keep on auto refreshing no option for link to open externally some setting are gone like auto video play off just so much uneasy info,,,,"[0.035021415973796925, 0.024439405391786344, 0.022675736961451243, 0.022675736961451243, 0.022675736961451243, 0.05089443184681281, 0.05089443184681281, 0.022675736961451243, 0.022675736961451243, 0.022675736961451243, 0.03149407911312674, 0.027966742252456538, 0.02443940539178634, 0.024439405391786344, 0.03325774754346182, 0.02443940539178634, 0.022675736961451243, 0.03678508440413202, 0.02443940539178634, 0.022675736961451243, 0.024439405391786344, 0.03854875283446712, 0.024439405391786344, 0.02620307382212144, 0.022675736961451243, 0.022675736961451243, 0.05265810027714791, 0.0491307634164777, 0.022675736961451243, 0.022675736961451243, 0.022675736961451243, 0.022675736961451243, 0.022675736961451243, 0.027966742252456534, 0.027966742252456538]"
2736,2736,1,Facebook,,"['not', 'get', 'last', 'update', 'whenever', 'click', 'application', 'icon', 'get', 'blue', 'screen', 'middle']",2019-02-19,606712,"cannot get in since last update, whenever i click on the application icon i just get a blue screen with f in the middle!",1,can not get in since last update whenever i click on the application icon i just get a blue screen with f in the middle,A Google User,,,"[0.024213075060532684, 0.050578423459779386, 0.0392789884315308, 0.024213075060532684, 0.024213075060532684, 0.04116222760290556, 0.024213075060532684, 0.024213075060532684, 0.027979553403282207, 0.024213075060532684, 0.024213075060532684, 0.04116222760290556, 0.03174603174603174, 0.024213075060532684, 0.024213075060532684, 0.024213075060532684, 0.024213075060532684, 0.024213075060532684, 0.024213075060532684, 0.039278988431530805, 0.024213075060532684, 0.03551251008878127, 0.026096314231907447, 0.026096314231907444, 0.026096314231907447, 0.024213075060532684, 0.024213075060532684, 0.024213075060532684, 0.024213075060532684, 0.037395749260156035, 0.024213075060532684, 0.026096314231907447, 0.026096314231907447, 0.03927898843153079, 0.026096314231907447]"
2737,2737,1,Facebook,,"['notification', 'have', 'not', 'work', 'properly', 'application', 'month', 'thing', 'face', 'be', 'useful', 'thing', 'face', 'doe', 'not', 'work']",2019-02-19,606713,notifications have not worked properly on the application for months. the one thing facebook is useful for and the one thing facebook does not work.,1,notification have not worked properly on the application for month the one thing face-on is useful for and the one thing face-on doe not work,Trevor Nicholson,,,"[0.023809523809523815, 0.023809523809523815, 0.023809523809523815, 0.023809523809523815, 0.023809523809523815, 0.023809523809523815, 0.03862433862433863, 0.023809523809523815, 0.023809523809523815, 0.023809523809523815, 0.040476190476190485, 0.05714285714285716, 0.025661375661375663, 0.025661375661375663, 0.023809523809523815, 0.023809523809523815, 0.023809523809523815, 0.025661375661375666, 0.06455026455026458, 0.040476190476190485, 0.027513227513227514, 0.023809523809523815, 0.023809523809523815, 0.023809523809523815, 0.023809523809523815, 0.027513227513227514, 0.040476190476190485, 0.025661375661375663, 0.023809523809523815, 0.023809523809523815, 0.023809523809523815, 0.023809523809523815, 0.023809523809523815, 0.036772486772486776, 0.023809523809523815]"
2739,2739,1,Facebook,,"['start', 'give', 'information', 'update', 'otherwise', 'not', 'update', 'information', 'update']",2019-02-19,606718,please start giving the information about the update. otherwise i will not update the information about the update.,4,please start giving the information about the update otherwise i will not update the information about the update,,,,"[0.025062656641604012, 0.025062656641604012, 0.02896129211918686, 0.03091060985797828, 0.025062656641604012, 0.03675856307435255, 0.025062656641604012, 0.025062656641604012, 0.025062656641604012, 0.025062656641604012, 0.025062656641604012, 0.025062656641604012, 0.025062656641604012, 0.025062656641604012, 0.025062656641604012, 0.025062656641604012, 0.027011974380395435, 0.025062656641604012, 0.025062656641604012, 0.027011974380395435, 0.046505151768309654, 0.03870788081314398, 0.025062656641604012, 0.025062656641604012, 0.02701197438039544, 0.03091060985797828, 0.025062656641604012, 0.025062656641604012, 0.025062656641604012, 0.07769423558897245, 0.025062656641604012, 0.025062656641604012, 0.025062656641604012, 0.025062656641604012, 0.027011974380395435]"
